Url_Short;Offer_Id;Scrape_Dt;Type;Price;PS;Init_Regist;Kilometer;Fuel_Type;Transmission;Dealer_Name;Dealer_PLZ;Dealer_City;Dealer_Street_House_Nr;Dealer_Telnr;Marke;Price_Num;PS_Num;Init_Regist_MY;Init_Regist_Month;Init_Regist_Year;Init_Regist_Dt
https://www.autoscout24.ch/7511828;7511828;2020_03_17 07:43:02;AUDI RS3 2.5 TSI quattro S-tronic (Limousine);CHF 59'800.–;400 PS;5.2018;32'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;2087;Cornaux;Route des Provins 36;***confidential***;AUDI;59800;400;5.2018;5;2018;2018-05
https://www.autoscout24.ch/7511730;7511730;2020_03_17 07:44:08;VW Golf 2.0 TSI R 4Motion (Limousine);CHF 34'500.–;301 PS;4.2016;56'000 km;Benzin;Schaltgetriebe manuell;***confidential***;5724;Dürrenäsch;5724 Dürrenäsch;***confidential***;VW;34500;301;4.2016;4;2016;2016-04
https://www.autoscout24.ch/7511638;7511638;2020_03_17 07:44:35;MERCEDES-BENZ A 250 Sport 4Matic 7G-DCT (Limousine);CHF 28'900.–;218 PS;5.2017;53'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;8320;Fehraltorf;Im Berg 5;***confidential***;MERCEDES-BENZ;28900;218;5.2017;5;2017;2017-05
https://www.autoscout24.ch/7510626;7510626;2020_03_17 07:48:47;BMW 1er M Coupé (Coupé);CHF 44'999.–;340 PS;6.2012;50'500 km;Benzin;Schaltgetriebe manuell;***confidential***;8272;Ermatingen;Hauptstrasse;***confidential***;BMW;44999;340;6.2012;6;2012;2012-06
https://www.autoscout24.ch/7407798;7407798;2020_03_17 08:01:22;AUDI RS3 2.5 TSI quattro S-tronic (Limousine);CHF 48'500.–;400 PS;9.2018;51'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;6900;Lugano;6900 Lugano;***confidential***;AUDI;48500;400;9.2018;9;2018;2018-09
https://www.autoscout24.ch/7511040;7511040;2020_03_17 08:03:22;BMW M4 Cabriolet DKG (Cabriolet);CHF 77'800.–;431 PS;9.2018;14'500 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;8050;Zürich;Regensbergstrasse 302;***confidential***;BMW;77800;431;9.2018;9;2018;2018-09
https://www.autoscout24.ch/7452216;7452216;2020_03_17 08:04:30;MERCEDES-BENZ GLE 250 d 4Matic 9G-Tronic (SUV / Geländewagen);CHF 31'500.–;204 PS;1.2016;107'500 km;Diesel;Automat sequentiell;***confidential***;8645;Jona;Blumenaustrasse 7;***confidential***;MERCEDES-BENZ;31500;204;1.2016;1;2016;2016-01
https://www.autoscout24.ch/7355685;7355685;2020_03_17 08:09:00;AUDI A7 Sportback 3.0 TFSI quattro S-tronic (Limousine);CHF 19'900.–;310 PS;7.2012;149'500 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;3600;Thun;3600 Thun;***confidential***;AUDI;19900;310;7.2012;7;2012;2012-07
https://www.autoscout24.ch/7328315;7328315;2020_03_17 08:09:09;BMW X3 xDrive 20d (SUV / Geländewagen);CHF 19'900.–;184 PS;11.2013;137'000 km;Diesel;Automat;***confidential***;1241;Geneve;28 Route de Presinge;***confidential***;BMW;19900;184;11.2013;11;2013;2013-11
https://www.autoscout24.ch/7510896;7510896;2020_03_17 08:11:57;DS AUTOMOBILES DS3 Cabrio 1.6 THP Sport Chic (Cabriolet);CHF 8'800.–;156 PS;3.2013;67'000 km;Benzin;Schaltgetriebe manuell;***confidential***;1972;Anzère;Route du Nord 5;***confidential***;DS;8800;156;3.2013;3;2013;2013-03
https://www.autoscout24.ch/7509998;7509998;2020_03_17 08:13:09;MERCEDES-BENZ S 500 4Matic 7G-Tronic (Limousine);CHF 52'000.–;455 PS;8.2014;76'000 km;Benzin;Automat sequentiell;***confidential***;8184;Bachenbülach;8184 Bachenbülach;***confidential***;MERCEDES-BENZ;52000;455;8.2014;8;2014;2014-08
https://www.autoscout24.ch/7450524;7450524;2020_03_17 08:16:55;KIA Ceed Sporty Wagon 1.4 16V Basic (Kleinwagen);CHF 3'000.–;90 PS;10.201;165'000 km;Benzin;Schaltgetriebe manuell;***confidential***;1975;St. Severin;Route de Savoie 168;***confidential***;KIA;3000;90;10.201;10;2010;2010-10
https://www.autoscout24.ch/7487570;7487570;2020_03_17 08:24:07;AUDI S3 Sportback 2.0 TFSI quattro (Limousine);CHF 16'999.–;265 PS;9.2011;74'000 km;Benzin;Schaltgetriebe manuell;***confidential***;2950;courgenay;Le Breuil 9;***confidential***;AUDI;16999;265;9.2011;9;2011;2011-09
https://www.autoscout24.ch/7493778;7493778;2020_03_17 08:32:17;JAGUAR F-Pace 2.0d Prestige AWD Automatik (SUV / Geländewagen);CHF 29'999.–;180 PS;4.2017;69'450 km;Diesel;Automat sequentiell;***confidential***;8262;Ramsen;8262 Ramsen;***confidential***;JAGUAR;29999;180;4.2017;4;2017;2017-04
https://www.autoscout24.ch/7467442;7467442;2020_03_17 08:32:18;BMW 535i xDrive Luxury Line Steptronic (Limousine);CHF 28'750.–;306 PS;11.2013;91'000 km;Benzin;Automat sequentiell;***confidential***;8702;Zollikon;8702 Zollikon;***confidential***;BMW;28750;306;11.2013;11;2013;2013-11
https://www.autoscout24.ch/7427995;7427995;2020_03_17 08:32:20;VW Scirocco 1.4 TSI DSG (Coupé);CHF 6'200.–;160 PS;6.2009;202'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;1815;Clarens;Av.mayor-vautier;***confidential***;VW;6200;160;6.2009;6;2009;2009-06
https://www.autoscout24.ch/7510237;7510237;2020_03_17 08:32:37;FERRARI 348 ts (Cabriolet);CHF 54'900.–;286 PS;12.1992;32'900 km;Benzin;Schaltgetriebe manuell;***confidential***;4410;Liestal;Arisdörferstrasse 108;***confidential***;FERRARI;54900;286;12.1992;12;1992;1992-12
https://www.autoscout24.ch/7510248;7510248;2020_03_17 08:32:43;MERCEDES-BENZ ML 63 AMG 4Matic 7G-Tronic (SUV / Geländewagen);CHF 19'500.–;510 PS;8.2006;170'000 km;Benzin;Automat sequentiell;***confidential***;8750;Glarus;8750 Glarus;***confidential***;MERCEDES-BENZ;19500;510;8.2006;8;2006;2006-08
https://www.autoscout24.ch/7510212;7510212;2020_03_17 08:32:48;AUDI A6 Avant 3.0 BiTDI V6 qu. competition tiptronic (Kombi);CHF 41'900.–;326 PS;1.2016;71'000 km;Diesel;Automat sequentiell;***confidential***;3063;Ittigen;Kirschenackerweg, 30;***confidential***;AUDI;41900;326;1.2016;1;2016;2016-01
https://www.autoscout24.ch/7510203;7510203;2020_03_17 08:33:13;FIAT 500 1.2 Lounge (Kleinwagen);CHF 7'500.–;70 PS;4.2015;33'622 km;Benzin;Schaltgetriebe manuell;***confidential***;9496;Balzers;Plattenbach 8;***confidential***;FIAT;7500;70;4.2015;4;2015;2015-04
https://www.autoscout24.ch/7509426;7509426;2020_03_17 08:33:23;DODGE Challenger GT AWD (Coupé);CHF 40'000.–;309 PS;5.2019;30'000 km;Benzin;Automatik-Getriebe;***confidential***;5507;Mellingen;lenzburgerstrasse 55;***confidential***;DODGE;40000;309;5.2019;5;2019;2019-05
https://www.autoscout24.ch/7509715;7509715;2020_03_17 08:33:29;AUDI S3 Sedan 2.0 TFSI quattro S-tronic (Limousine);CHF 37'500.–;310 PS;2.2017;64'100 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;8635;Dürnten;Kellerlochstrasse 7;***confidential***;AUDI;37500;310;2.2017;2;2017;2017-02
https://www.autoscout24.ch/7509404;7509404;2020_03_17 08:33:31;OPEL Insignia Sports Tourer 2.0 CDTI Cosmo 4WD Aut. (Kombi);CHF 18'500.–;170 PS;6.2016;96'000 km;Diesel;Automat sequentiell;***confidential***;6078;Lungern;Badmattweg 29;***confidential***;OPEL;18500;170;6.2016;6;2016;2016-06
https://www.autoscout24.ch/7510150;7510150;2020_03_17 08:33:32;BMW 118i (Limousine);CHF 5'549.–;143 PS;6.2007;152'000 km;Benzin;Schaltgetriebe manuell;***confidential***;8956;Killwangen;Rütenenstrasse 19.;***confidential***;BMW;5549;143;6.2007;6;2007;2007-06
https://www.autoscout24.ch/7510017;7510017;2020_03_17 08:34:40;SEAT Leon 2.0 TSI World Champion Edition (Limousine);CHF 13'000.–;285 PS;6.2009;130'000 km;Benzin;Schaltgetriebe manuell;***confidential***;6210;Sursee;Cenrtralstrasse 31e;***confidential***;SEAT;13000;285;6.2009;6;2009;2009-06
https://www.autoscout24.ch/7510044;7510044;2020_03_17 08:34:42;VW Passat Variant 2.0 TDI BMT Comfortline 4M (Kombi);CHF 9'900.–;140 PS;12.2011;180'200 km;Diesel;Schaltgetriebe manuell;***confidential***;7260;Davos Dorf;Museumstrasse 19;***confidential***;VW;9900;140;12.2011;12;2011;2011-12
https://www.autoscout24.ch/7503206;7503206;2020_03_17 08:34:43;AUDI SQ5 3.0 TDI quattro tiptronic (SUV / Geländewagen);CHF 47'900.–;326 PS;8.2016;46'700 km;Diesel;Automat sequentiell;***confidential***;8408;Winterthur;Oberfeldstrasse 83a;***confidential***;AUDI;47900;326;8.2016;8;2016;2016-08
https://www.autoscout24.ch/7509999;7509999;2020_03_17 08:34:45;MERCEDES-BENZ A 200 CDI Urban (Limousine);CHF 20'000.–;136 PS;1.2014;104'000 km;Diesel;Automat;***confidential***;8932;Mettmenstetten;Langacherstrasse 14;***confidential***;MERCEDES-BENZ;20000;136;1.2014;1;2014;2014-01
https://www.autoscout24.ch/7510025;7510025;2020_03_17 08:34:46;RENAULT Scénic 1.5 dCi Bose EDC (Kompaktvan / Minivan);CHF 13'900.–;110 PS;9.2014;45'000 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;8906;Bonstetten;Im Heumoos 13K;***confidential***;RENAULT;13900;110;9.2014;9;2014;2014-09
https://www.autoscout24.ch/7509956;7509956;2020_03_17 08:34:48;BMW X4 xDrive 30d Steptronic (SUV / Geländewagen);CHF 33'800.–;258 PS;6.2015;59'800 km;Diesel;Automat sequentiell;***confidential***;4104;Oberwil;Benkenstrasse 67;***confidential***;BMW;33800;258;6.2015;6;2015;2015-06
https://www.autoscout24.ch/7509943;7509943;2020_03_17 08:34:54;RENAULT Koleos 2.0 dCi Edition One 4x4 Xtronic CVT (SUV / Geländewagen);CHF 23'800.–;177 PS;8.2017;45'000 km;Diesel;Automat stufenlos, sequentiell;***confidential***;9642;Ebnat Kappel;Berglistrasse 32b;***confidential***;RENAULT;23800;177;8.2017;8;2017;2017-08
https://www.autoscout24.ch/7509947;7509947;2020_03_17 08:35:23;SEAT Toledo 1.4 TSI Style DSG (Limousine);CHF 8'450.–;122 PS;3.2013;119'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;8152;Opfikon;Wallisellerstr.172;***confidential***;SEAT;8450;122;3.2013;3;2013;2013-03
https://www.autoscout24.ch/7305781;7305781;2020_03_17 08:35:27;FORD Galaxy 2.0 TDCi Titanium AWD PowerShift (Kompaktvan / Minivan);CHF 27'900.–;180 PS;1.2016;40'000 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;9030;Abtwil;Mühleweiherstr. 8a;***confidential***;FORD;27900;180;1.2016;1;2016;2016-01
https://www.autoscout24.ch/7509887;7509887;2020_03_17 08:35:29;MERCEDES-BENZ SL 300 cabriolet (Cabriolet);CHF 44'000.–;188 PS;9.1985;106'000 km;Benzin;Automatik-Getriebe;***confidential***;1212;Grand-Lancy;1212 Grand-Lancy;***confidential***;MERCEDES-BENZ;44000;188;9.1985;9;1985;1985-09
https://www.autoscout24.ch/7496116;7496116;2020_03_17 08:35:30;VOLVO V60 T5 Summum Powershift (Kombi);CHF 15'950.–;240 PS;12.2011;72'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;4500;Solothurn;Bucheggweg 4;***confidential***;VOLVO;15950;240;12.2011;12;2011;2011-12
https://www.autoscout24.ch/7509768;7509768;2020_03_17 08:35:37;MERCEDES-BENZ 500 SL Automatic (Cabriolet);CHF 45'000.–;223 PS;1.1989;179'000 km;Benzin;Automat;***confidential***;8810;Horgen;8810 Horgen;***confidential***;MERCEDES-BENZ;45000;223;1.1989;1;1989;1989-01
https://www.autoscout24.ch/6900996;6900996;2020_03_17 08:35:38;FORD MUSTANG 4.0 Premium (Limousine);CHF 17'900.–;215 PS;3.201;35'100 km;Benzin;Automatik-Getriebe;***confidential***;7403;Rhäzüns;Via Suro 13;***confidential***;FORD;17900;215;3.201;3;2010;2010-03
https://www.autoscout24.ch/7509758;7509758;2020_03_17 08:35:40;JEEP Renegade 2.0 MJ Trailhawk AWD + Low Range 9ATX (SUV / Geländewagen);CHF 24'900.–;170 PS;10.2018;28'000 km;Diesel;Automat sequentiell;***confidential***;1815;Clarens;rue des Vaudrès 18;***confidential***;JEEP;24900;170;10.2018;10;2018;2018-10
https://www.autoscout24.ch/6792037;6792037;2020_03_17 08:35:42;MINI Cooper S Cabriolet (Cabriolet);CHF 26'800.–;192 PS;4.2017;14'200 km;Benzin;Schaltgetriebe manuell;***confidential***;8706;Meilen;Neuwiesenstrasse 47;***confidential***;MINI;26800;192;4.2017;4;2017;2017-04
https://www.autoscout24.ch/7509700;7509700;2020_03_17 08:35:46;BMW Z4 3.0i Roadster (Cabriolet);CHF 11'000.–;231 PS;9.2003;99'020 km;Benzin;Schaltgetriebe manuell;***confidential***;4702;Oensingen;Leuenallee;***confidential***;BMW;11000;231;9.2003;9;2003;2003-09
https://www.autoscout24.ch/7504402;7504402;2020_03_17 08:35:47;AUDI RS4 Avant 4.2 V8 quattro (Kombi);CHF 16'400.–;420 PS;7.2007;162'500 km;Benzin;Schaltgetriebe manuell;***confidential***;8832;Wollerau;Erlenstrasse, 125;***confidential***;AUDI;16400;420;7.2007;7;2007;2007-07
https://www.autoscout24.ch/7416516;7416516;2020_03_17 08:36:22;AUDI S3 Sedan 2.0 TFSI quattro S-tronic (Limousine);CHF 36'500.–;310 PS;10.2016;60'600 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;4057;Basel;Hochbergerstrasse 70;***confidential***;AUDI;36500;310;10.2016;10;2016;2016-10
https://www.autoscout24.ch/7509669;7509669;2020_03_17 08:36:23;MERCEDES-BENZ Viano 3.0 CDI Blue Efficiency Fun L A (Kombi);CHF 45'000.–;224 PS;3.2012;57'000 km;Diesel;Automat;***confidential***;1180;Rolle;Rte de Lausanne 28;***confidential***;MERCEDES-BENZ;45000;224;3.2012;3;2012;2012-03
https://www.autoscout24.ch/7307922;7307922;2020_03_17 08:36:28;MERCEDES-BENZ C 200 BlueTEC Avantgarde 7G-Tronic (Kombi);CHF 17'900.–;136 PS;1.2015;89'900 km;Diesel;Automat sequentiell;***confidential***;3036;Detligen;Hauptstrasse;***confidential***;MERCEDES-BENZ;17900;136;1.2015;1;2015;2015-01
https://www.autoscout24.ch/7509581;7509581;2020_03_17 08:36:35;MERCEDES-BENZ 220 220 S (Limousine);CHF 42'000.–;100 PS;9.1959;4'000 km;Benzin;Schaltgetriebe manuell;***confidential***;8406;Winterthur;Neubruchstrasse 4B;***confidential***;MERCEDES-BENZ;42000;100;9.1959;9;1959;1959-09
https://www.autoscout24.ch/7509538;7509538;2020_03_17 08:36:46;AUDI A3 Sportback 1.4 e-tron Sport S-tronic (Limousine);CHF 24'800.–;204 PS;7.2017;19'500 km;Plug-in-Hybrid Benzin/Elektro;Automatisiertes Schaltgetriebe;***confidential***;8280;Kreuzlingen;Bernrainstrasse 19;***confidential***;AUDI;24800;204;7.2017;7;2017;2017-07
https://www.autoscout24.ch/7509483;7509483;2020_03_17 08:37:29;RENAULT Grand Scénic 1.3 16V Turbo Initiale Paris EDC (Kompaktvan / Minivan);CHF 35'900.–;160 PS;6.2019;9'900 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;1630;Bulle;Route de Riaz 99;***confidential***;RENAULT;35900;160;6.2019;6;2019;2019-06
https://www.autoscout24.ch/6467415;6467415;2020_03_17 08:37:31;PORSCHE 911 SC (Coupé);CHF 71'900.–;188 PS;9.1979;93'000 km;Benzin;Schaltgetriebe;***confidential***;6026;Rain;6026 Rain;***confidential***;PORSCHE;71900;188;9.1979;9;1979;1979-09
https://www.autoscout24.ch/7421929;7421929;2020_03_17 08:37:42;MERCEDES-BENZ A 250 A 250 AMG Line 4Matic 7G-DCT 4Matic (Limousine);CHF 44'900.–;224 PS;4.2019;13'500 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;1800;Vevey;Rue du Jura 4B;***confidential***;MERCEDES-BENZ;44900;224;4.2019;4;2019;2019-04
https://www.autoscout24.ch/7509389;7509389;2020_03_17 08:38:05;VW T5 Multivan 2.0 TDI CR Startline (Bus);CHF 24'860.–;140 PS;7.2013;135'280 km;Diesel;Schaltgetriebe manuell;***confidential***;6043;Adligenswil;Luzernerstrasse 13;***confidential***;VW;24860;140;7.2013;7;2013;2013-07
https://www.autoscout24.ch/7509365;7509365;2020_03_17 08:38:15;AUDI S3 Sportback 2.0 TFSI quattro S-tronic (Limousine);CHF 15'500.–;311 PS;11.2009;165'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;9050;Appenzell;Schöttlerstrasse 13;***confidential***;AUDI;15500;311;11.2009;11;2009;2009-11
https://www.autoscout24.ch/5448405;5448405;2020_03_17 08:38:17;BMW Z3 2.2i Roadster (Cabriolet);CHF 9'500.–;170 PS;4.2001;113'000 km;Benzin;Schaltgetriebe manuell;***confidential***;3001;Bern;Schwarztorstrasse 7, Postfach;***confidential***;BMW;9500;170;4.2001;4;2001;2001-04
https://www.autoscout24.ch/7416895;7416895;2020_03_17 08:38:23;MERCEDES-BENZ GLE Coupé 43 AMG 4Matic 9G-Tronic (SUV / Geländewagen);CHF 78'000.–;367 PS;4.2017;11'200 km;Benzin;Automat sequentiell;***confidential***;1207;Genève;Eaux-Vives;***confidential***;MERCEDES-BENZ;78000;367;4.2017;4;2017;2017-04
https://www.autoscout24.ch/7509285;7509285;2020_03_17 08:38:25;SEAT Ibiza 1.5 TSI EVO Swiss FR (Kleinwagen);CHF 19'900.–;150 PS;5.2018;27'000 km;Benzin;Schaltgetriebe manuell;***confidential***;4626;Niederbuchsiten;Neumatt 3;***confidential***;SEAT;19900;150;5.2018;5;2018;2018-05
https://www.autoscout24.ch/7509188;7509188;2020_03_17 08:39:19;PORSCHE 911 Carrera 4S PDK (Coupé);CHF 122'000.–;420 PS;6.2017;30'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;1025;St-Sulpice;Rue du Centre 76B;***confidential***;PORSCHE;122000;420;6.2017;6;2017;2017-06
https://www.autoscout24.ch/7503104;7503104;2020_03_17 08:39:21;PORSCHE 911 Carrera 4S Cabrio (Cabriolet);CHF 108'000.–;420 PS;11.2016;29'900 km;Benzin;Schaltgetriebe manuell;***confidential***;6061;Ober Wilen (Sarnen);Sitacherstrasse 11;***confidential***;PORSCHE;108000;420;11.2016;11;2016;2016-11
https://www.autoscout24.ch/7509078;7509078;2020_03_17 08:39:31;SEAT Leon 1.4 TSI COPA Style (Limousine);CHF 5'490.–;125 PS;6.2012;122'500 km;Benzin;Schaltgetriebe manuell;***confidential***;9323;Steinach;Kornfeldstrasse 12a;***confidential***;SEAT;5490;125;6.2012;6;2012;2012-06
https://www.autoscout24.ch/7509022;7509022;2020_03_17 08:39:33;MERCEDES-BENZ C 200 Coupé AMG Line 4Matic 9G-Tronic (Coupé);CHF 39'900.–;184 PS;5.2017;22'000 km;Benzin;Automat sequentiell;***confidential***;8048;Zurich;Flurstrasse;***confidential***;MERCEDES-BENZ;39900;184;5.2017;5;2017;2017-05
https://www.autoscout24.ch/7508937;7508937;2020_03_17 08:39:36;SKODA Octavia Combi 1.4 TSI Active (Kombi);CHF 8'500.–;140 PS;1.2014;106'000 km;Benzin;Schaltgetriebe manuell;***confidential***;8134;Adliswil;Soodstrasse 29;***confidential***;SKODA;8500;140;1.2014;1;2014;2014-01
https://www.autoscout24.ch/7508976;7508976;2020_03_17 08:39:44;VW Golf 2.0 TSI R 4Motion (Limousine);CHF 16'000.–;270 PS;7.201;161'800 km;Benzin;Schaltgetriebe manuell;***confidential***;4852;Rothrist;Kornweg 38a;***confidential***;VW;16000;270;7.201;7;2010;2010-07
https://www.autoscout24.ch/7508913;7508913;2020_03_17 08:39:50;VW Golf 2.0 TSI R 4Motion DSG (Limousine);CHF 25'500.–;301 PS;7.2014;74'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;4658;Däniken;4658 Däniken;***confidential***;VW;25500;301;7.2014;7;2014;2014-07
https://www.autoscout24.ch/7508873;7508873;2020_03_17 08:40:27;SUBARU Levorg 1.6DIT Luxury S AWD Lineartronic (Kombi);CHF 14'900.–;170 PS;1.2016;94'500 km;Benzin;Automat stufenlos, sequentiell;***confidential***;1273;Arzier-Le Muids;Ch. des Viroux 35;***confidential***;SUBARU;14900;170;1.2016;1;2016;2016-01
https://www.autoscout24.ch/7508883;7508883;2020_03_17 08:40:37;BMW X1 xDrive 25d M Sport Steptronic (SUV / Geländewagen);CHF 25'900.–;231 PS;2.2017;124'000 km;Diesel;Automat sequentiell;***confidential***;1630;Bulle;1630 Bulle;***confidential***;BMW;25900;231;2.2017;2;2017;2017-02
https://www.autoscout24.ch/7508679;7508679;2020_03_17 08:40:53;BMW X5 xDrive 40d Steptronic (SUV / Geländewagen);CHF 31'000.–;313 PS;4.2016;205'000 km;Diesel;Automat sequentiell;***confidential***;5074;Eiken;5074 Eiken;***confidential***;BMW;31000;313;4.2016;4;2016;2016-04
https://www.autoscout24.ch/7508722;7508722;2020_03_17 08:41:26;FORD EcoSport 1.0 SCTi Titanium S (SUV / Geländewagen);CHF 13'500.–;140 PS;12.2017;28'000 km;Benzin;Schaltgetriebe manuell;***confidential***;8820;Wädenswil;8820 Wädenswil;***confidential***;FORD;13500;140;12.2017;12;2017;2017-12
https://www.autoscout24.ch/7508434;7508434;2020_03_17 08:41:36;MERCEDES-BENZ Vito 116 CDI Blue Efficiency L 4Matic A (Kombi);CHF 24'000.–;163 PS;4.2014;80'000 km;Diesel;Automat;***confidential***;8048;Zürich;8048 Zürich;***confidential***;MERCEDES-BENZ;24000;163;4.2014;4;2014;2014-04
https://www.autoscout24.ch/7063476;7063476;2020_03_17 08:44:30;BMW 220i Gran Tourer M Sport Steptronic (Kompaktvan / Minivan);CHF 17'800.–;192 PS;8.2015;100'000 km;Benzin;Automat sequentiell;***confidential***;2543;Lengnau BE;2543 Lengnau BE;***confidential***;BMW;17800;192;8.2015;8;2015;2015-08
https://www.autoscout24.ch/7498075;7498075;2020_03_17 08:44:31;NISSAN Murano 2.5 dCi Automatic (SUV / Geländewagen);CHF 9'000.–;190 PS;6.201;145'000 km;Diesel;Automat sequentiell;***confidential***;1032;Romanel sur Lausanne;Chemin du Bois-Genoud 28;***confidential***;NISSAN;9000;190;6.201;6;2010;2010-06
https://www.autoscout24.ch/7508206;7508206;2020_03_17 08:44:38;BMW M2 Competition Drivelogic (Coupé);CHF 58'700.–;410 PS;10.2018;13'800 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;3661;Uetendorf;Dorfstrasse 81;***confidential***;BMW;58700;410;10.2018;10;2018;2018-10
https://www.autoscout24.ch/7261136;7261136;2020_03_17 08:48:02;OPEL Cascada 1.6i 16V Cosmo Automat (Cabriolet);CHF 19'300.–;170 PS;4.2016;35'000 km;Benzin;Automat sequentiell;***confidential***;6023;Rothenburg;Franz-Zelgerstrasse 7;***confidential***;OPEL;19300;170;4.2016;4;2016;2016-04
https://www.autoscout24.ch/7507928;7507928;2020_03_17 08:48:05;PORSCHE Macan GTS PDK (SUV / Geländewagen);CHF 59'500.–;360 PS;9.2016;38'500 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;8514;Amlikon-Bissegg;Nestlerstrasse 2;***confidential***;PORSCHE;59500;360;9.2016;9;2016;2016-09
