,type,id,lat,lon,brand,shop,addr:city,addr:housenumber,addr:postcode,geometry,index_right,bfs_name,bfs_number,pop,pop_dens,frg_pct,emp
32,node,283103824,47.3936485,8.529543499999999,Coop,supermarket,Zürich,12,8037.0,POINT (8.529543499999999 47.3936485),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
33,node,283126967,47.3925235,8.5245187,Coop,supermarket,Zürich,22,8037.0,POINT (8.5245187 47.3925235),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
34,node,301815692,47.3728259,8.5294871,,supermarket,Zürich,36,8004.0,POINT (8.5294871 47.3728259),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
35,node,309683717,47.4137195,8.4794588,,supermarket,Zürich,15,8049.0,POINT (8.4794588 47.4137195),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
36,node,310133197,47.4195222,8.548286,Migros,supermarket,Zürich,470,8052.0,POINT (8.548286 47.4195222),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
37,node,310133198,47.4211522,8.549362,,supermarket,Zürich,491,8052.0,POINT (8.549362 47.4211522),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
38,node,310789073,47.3748981,8.5234086,Denner,supermarket,Zürich,7,8004.0,POINT (8.5234086 47.3748981),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
39,node,310789178,47.3770779,8.526444399999999,,supermarket,Zürich,35,8004.0,POINT (8.526444399999999 47.3770779),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
40,node,311351743,47.3825043,8.5479921,,supermarket,Zürich,73,8006.0,POINT (8.5479921 47.3825043),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
41,node,312012094,47.4114322,8.5264773,Denner,supermarket,Zürich,309,8050.0,POINT (8.5264773 47.4114322),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
42,node,312838980,47.3791999,8.5087992,Migros,supermarket,Zürich,376,8004.0,POINT (8.5087992 47.3791999),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
43,node,313026968,47.3758009,8.5174447,,supermarket,Zürich,244,8004.0,POINT (8.5174447 47.3758009),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
44,node,321361643,47.3925525,8.5384284,Migros,supermarket,Zürich,75,8057.0,POINT (8.5384284 47.3925525),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
45,node,321361788,47.3957248,8.5404707,Coop,supermarket,Zürich,1-5,8057.0,POINT (8.5404707 47.3957248),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
46,node,321947542,47.3841236,8.5317649,Denner,supermarket,Zürich,18,8005.0,POINT (8.5317649 47.3841236),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
47,node,352860119,47.3701218,8.5200924,Migros,supermarket,Zürich,140,8003.0,POINT (8.5200924 47.3701218),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
48,node,413334751,47.404782,8.5718792,,supermarket,Zürich,12,8051.0,POINT (8.5718792 47.404782),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
49,node,440814822,47.4231267,8.4992903,Spar,supermarket,Zürich,634,8046.0,POINT (8.4992903 47.4231267),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
50,node,451720086,47.3580599,8.5173007,Migros,supermarket,Zürich,65,8045.0,POINT (8.5173007 47.3580599),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
51,node,452160401,47.4115497,8.5280301,Spar,supermarket,Zürich,300,8050.0,POINT (8.5280301 47.4115497),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
52,node,452715384,47.4204198,8.5082174,Migros,supermarket,Zürich,21,8046.0,POINT (8.5082174 47.4204198),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
53,node,452715388,47.4199085,8.5080891,Denner,supermarket,Zürich,174,8046.0,POINT (8.5080891 47.4199085),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
54,node,457133149,47.4105711,8.5430953,Migros,supermarket,Zürich,350-354,8050.0,POINT (8.5430953 47.4105711),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
55,node,470217716,47.3847889,8.527125,Coop,supermarket,Zürich,48,8005.0,POINT (8.527125 47.3847889),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
56,node,475341549,47.3610014,8.5067302,,supermarket,Zürich,3,8045.0,POINT (8.5067302 47.3610014),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
57,node,480274029,47.3937084,8.5292465,Migros,supermarket,Zürich,3,8037.0,POINT (8.5292465 47.3937084),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
58,node,480357406,47.3988666,8.5326286,Denner,supermarket,Zürich,135,8057.0,POINT (8.5326286 47.3988666),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
59,node,481443886,47.3759665,8.4839506,,supermarket,Zürich,1,8047.0,POINT (8.4839506 47.3759665),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
60,node,482763774,47.4137334,8.5390336,ALDI,supermarket,Zürich,102,8050.0,POINT (8.5390336 47.4137334),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
61,node,546161433,47.3617716,8.5149344,,supermarket,Zürich,28,8045.0,POINT (8.5149344 47.3617716),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
62,node,614828024,47.4034212,8.5893605,,supermarket,Zürich,40,8051.0,POINT (8.5893605 47.4034212),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
63,node,619528605,47.3702753,8.4920191,,supermarket,Zürich,85,8047.0,POINT (8.4920191 47.3702753),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
64,node,622099197,47.3704893,8.4927577,VOI Migros Partner,supermarket,Zürich,239,8047.0,POINT (8.4927577 47.3704893),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
65,node,639144592,47.4037955,8.573042300000001,Migros,supermarket,Zürich,524,8051.0,POINT (8.573042300000001 47.4037955),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
66,node,639144666,47.403979,8.5727162,,supermarket,Zürich,524,8051.0,POINT (8.5727162 47.403979),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
67,node,651273252,47.3732882,8.5305624,Coop,supermarket,Zürich,15,8004.0,POINT (8.5305624 47.3732882),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
68,node,659862626,47.3758956,8.4870255,Coop,supermarket,Zürich,334,8047.0,POINT (8.4870255 47.3758956),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
69,node,694632575,47.404605,8.5744967,,supermarket,Zürich,549,8051.0,POINT (8.5744967 47.404605),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
70,node,725764681,47.3844885,8.5311578,,supermarket,Zürich,5,8005.0,POINT (8.5311578 47.3844885),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
71,node,763322810,47.3347288,8.529589,VOI Migros Partner,supermarket,Zürich,3,8038.0,POINT (8.529589 47.3347288),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
72,node,765567648,47.3737558,8.5376871,ALDI,supermarket,Zürich,3,8001.0,POINT (8.5376871 47.3737558),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
73,node,766705800,47.4134214,8.5405759,Coop,supermarket,Zürich,4,8050.0,POINT (8.5405759 47.4134214),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
74,node,843198454,47.3907031,8.5183213,,supermarket,Zürich,18,8005.0,POINT (8.5183213 47.3907031),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
75,node,926918972,47.4103223,8.5456832,,supermarket,Zürich,11,8050.0,POINT (8.5456832 47.4103223),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
76,node,926957905,47.407567,8.5491079,Coop,supermarket,,,,POINT (8.5491079 47.407567),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
77,node,970651005,47.3602011,8.5947159,,supermarket,Zürich,409,8053.0,POINT (8.5947159 47.3602011),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
78,node,995471959,47.3793846,8.5594679,Migros,supermarket,Zürich,73,8044.0,POINT (8.5594679 47.3793846),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
79,node,1004502006,47.4028716,8.5465484,Spar,supermarket,Zürich,239,8057.0,POINT (8.5465484 47.4028716),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
80,node,1024090983,47.4040846,8.547921,,supermarket,Zürich,269,8057.0,POINT (8.547921 47.4040846),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
81,node,1027136881,47.4256283,8.4969763,Coop,supermarket,Zürich,199,8046.0,POINT (8.4969763 47.4256283),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
82,node,1052078781,47.4193147,8.5568084,ALDI,supermarket,Zürich,77,8052.0,POINT (8.5568084 47.4193147),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
83,node,1108221061,47.400032,8.5878428,,supermarket,Zürich,271,8051.0,POINT (8.5878428 47.400032),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
84,node,1328399518,47.3444645,8.5307182,Denner,supermarket,Zürich,6,8038.0,POINT (8.5307182 47.3444645),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
85,node,1365312935,47.3678218,8.5608053,,supermarket,Zürich,104,8032.0,POINT (8.5608053 47.3678218),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
86,node,1409406549,47.3592095,8.5856168,Migros,supermarket,Zürich,293,8053.0,POINT (8.5856168 47.3592095),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
87,node,1409406611,47.3584946,8.5863177,,supermarket,Zürich,299,8053.0,POINT (8.5863177 47.3584946),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
88,node,1488679095,47.4076729,8.5852863,,supermarket,Zürich,381,8051.0,POINT (8.5852863 47.4076729),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
89,node,1584586785,47.4112061,8.5445995,,supermarket,Zürich,370,8050.0,POINT (8.5445995 47.4112061),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
90,node,1701214501,47.370276,8.556928899999999,,supermarket,Zürich,5,8032.0,POINT (8.556928899999999 47.370276),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
91,node,1702309786,47.3692207,8.5029311,Denner,supermarket,Zürich,406,8055.0,POINT (8.5029311 47.3692207),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
92,node,1702309790,47.3702412,8.5084445,Migros,supermarket,Zürich,320,8055.0,POINT (8.5084445 47.3702412),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
93,node,1702309814,47.370239,8.508715,,supermarket,Zürich,320,8055.0,POINT (8.508715 47.370239),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
94,node,1756956245,47.3702516,8.5371556,Coop,supermarket,Zürich,16,8001.0,POINT (8.5371556 47.3702516),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
95,node,1835536288,47.3599127,8.593904,VOI Migros Partner,supermarket,Zürich,35,8053.0,POINT (8.593904 47.3599127),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
96,node,1835590613,47.4038519,8.4974554,Migros,supermarket,Zürich,20,8049.0,POINT (8.4974554 47.4038519),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
97,node,1925758931,47.3707927,8.5158561,,supermarket,Zürich,200,8003.0,POINT (8.5158561 47.3707927),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
98,node,1934829189,47.3737493,8.5023375,,supermarket,Zürich,159,8047.0,POINT (8.5023375 47.3737493),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
99,node,2028881218,47.3875596,8.4854662,,supermarket,Zürich,6,8048.0,POINT (8.4854662 47.3875596),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
100,node,2264702137,47.3874101,8.4889206,Coop,supermarket,Zürich,650,8048.0,POINT (8.4889206 47.3874101),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
101,node,2323174782,47.3777313,8.5347195,Coop,supermarket,Zürich,5,8004.0,POINT (8.5347195 47.3777313),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
102,node,2330421254,47.3882833,8.4875671,Migros,supermarket,Zürich,145,8048.0,POINT (8.4875671 47.3882833),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
103,node,2335085510,47.4111941,8.5626146,,supermarket,Zürich,333,8050.0,POINT (8.5626146 47.4111941),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
104,node,2516241931,47.3921264,8.4898151,,supermarket,Zürich,,8048.0,POINT (8.4898151 47.3921264),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
105,node,2737102569,47.3919775,8.4848889,,supermarket,Zürich,610,8048.0,POINT (8.4848889 47.3919775),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
106,node,2743729939,47.3261834,8.514451,,supermarket,Zürich,200,8041.0,POINT (8.514451 47.3261834),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
107,node,2857736035,47.405948,8.5918795,ALDI,supermarket,Zürich,441,8051.0,POINT (8.5918795 47.405948),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
108,node,2984223833,47.3862616,8.4996784,Coop,supermarket,Zürich,50,8048.0,POINT (8.4996784 47.3862616),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
109,node,3000097561,47.329774,8.5152768,VOI Migros Partner,supermarket,Zürich,10,8041.0,POINT (8.5152768 47.329774),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
110,node,3021856041,47.3581515,8.5180317,Denner,supermarket,Zürich,65,8045.0,POINT (8.5180317 47.3581515),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
111,node,3150789475,47.4249628,8.5377913,,supermarket,Zürich,69,8052.0,POINT (8.5377913 47.4249628),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
112,node,3284625705,47.3588218,8.5857036,,supermarket,Zürich,293,8053.0,POINT (8.5857036 47.3588218),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
113,node,3503429368,47.3901062,8.5086792,Migros,supermarket,Zürich,101,8005.0,POINT (8.5086792 47.3901062),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
114,node,3582021500,47.4033485,8.4979498,Alnatura,supermarket,Zürich,5,8049.0,POINT (8.4979498 47.4033485),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
115,node,3653968759,47.3911135,8.5081865,,supermarket,Zürich,106,8005.0,POINT (8.5081865 47.3911135),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
116,node,3721143528,47.3359942,8.5190003,Migros,supermarket,Zürich,23,8041.0,POINT (8.5190003 47.3359942),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
117,node,3740393252,47.3585964,8.5271404,,supermarket,Zürich,53,8002.0,POINT (8.5271404 47.3585964),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
118,node,4171699491,47.3750326,8.5361427,Alnatura,supermarket,Zürich,31,8001.0,POINT (8.5361427 47.3750326),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
119,node,4205801489,47.4089295,8.5437302,Aldi,supermarket,Zürich,35,8050.0,POINT (8.5437302 47.4089295),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
120,node,4206582889,47.4073192,8.5485107,Denner,supermarket,Zürich,24,8050.0,POINT (8.5485107 47.4073192),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
121,node,4310529908,47.3800378,8.4896864,Spar,supermarket,Zürich,51,8047.0,POINT (8.4896864 47.3800378),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
122,node,4314993996,47.4090314,8.5433264,Alnatura,supermarket,Zürich,35,8050.0,POINT (8.5433264 47.4090314),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
123,node,4328291097,47.3471862,8.5330722,Coop,supermarket,Zürich,339,8038.0,POINT (8.5330722 47.3471862),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
124,node,4361991158,47.383878,8.5480214,,supermarket,Zürich,101,8006.0,POINT (8.5480214 47.383878),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
125,node,4423175779,47.3808159,8.5332829,ALDI,supermarket,Zürich,58,8005.0,POINT (8.5332829 47.3808159),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
126,node,4424654362,47.3782902,8.5404169,Migros,supermarket,Zürich,,8001.0,POINT (8.5404169 47.3782902),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
127,node,4424679510,47.3778252,8.538369,Coop,supermarket,Zürich,,8001.0,POINT (8.538369 47.3778252),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
128,node,4424939155,47.3770315,8.5394102,Migros,supermarket,Zürich,,8001.0,POINT (8.5394102 47.3770315),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
129,node,4466482789,47.3806921,8.5348898,Coop,supermarket,Zürich,42,8005.0,POINT (8.5348898 47.3806921),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
130,node,4827130190,47.3752033,8.485718,Migros,supermarket,Zürich,363,8047.0,POINT (8.485718 47.3752033),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
131,node,4827131027,47.3900789,8.5087002,Migros-Outlet,supermarket,Zürich,101,8005.0,POINT (8.5087002 47.3900789),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
132,node,4827131028,47.3859928,8.5486931,Migros,supermarket,Zürich,2-4,8006.0,POINT (8.5486931 47.3859928),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
133,node,4827131029,47.396145,8.4865224,VOI Migros Partner,supermarket,Zürich,37,8064.0,POINT (8.4865224 47.396145),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
134,node,4838591606,47.4105537,8.5434973,,supermarket,Zürich,,8050.0,POINT (8.5434973 47.4105537),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
135,node,4838591612,47.4104082,8.5426618,Lidl,supermarket,,,,POINT (8.5426618 47.4104082),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
136,node,4838594339,47.3887075,8.4870669,,supermarket,Zürich,145,8048.0,POINT (8.4870669 47.3887075),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
137,node,4838594390,47.3859997,8.4995797,Denner,supermarket,Zürich,50,8048.0,POINT (8.4995797 47.3859997),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
138,node,4841796184,47.3857631,8.5318296,Denner,supermarket,Zürich,152,8005.0,POINT (8.5318296 47.3857631),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
139,node,4845976788,47.3574149,8.5231055,Coop,supermarket,Zürich,1,8045.0,POINT (8.5231055 47.3574149),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
140,node,4848816876,47.3729278,8.537713,Coop,supermarket,Zürich,57,8001.0,POINT (8.537713 47.3729278),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
141,node,4857382066,47.3604083,8.5633792,,supermarket,Zürich,140,8032.0,POINT (8.5633792 47.3604083),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
142,node,4868938542,47.3838311,8.4978671,ALDI,supermarket,Zürich,565,8048.0,POINT (8.4978671 47.3838311),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
143,node,4880906388,47.363156,8.549921,,supermarket,Zürich,35,8008.0,POINT (8.549921 47.363156),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
144,node,4896104281,47.3574511,8.5231263,Coop,supermarket,Zürich,1,8045.0,POINT (8.5231263 47.3574511),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
145,node,4896104282,47.3898336,8.471856,,supermarket,Zürich,14,8048.0,POINT (8.471856 47.3898336),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
146,node,4896104283,47.4104766,8.5467405,Coop,supermarket,Zürich,1,8050.0,POINT (8.5467405 47.4104766),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
147,node,4896104284,47.3533217,8.558975,,supermarket,Zürich,199,8008.0,POINT (8.558975 47.3533217),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
148,node,5100510935,47.3893787,8.486568,,supermarket,Zürich,128,8048.0,POINT (8.486568 47.3893787),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
149,node,5280373595,47.4058783,8.4813811,,supermarket,Zürich,20,8049.0,POINT (8.4813811 47.4058783),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
150,node,5501235322,47.4058474,8.5921993,,supermarket,,,,POINT (8.5921993 47.4058474),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
151,node,5658634794,47.3677811,8.5358482,Coop,supermarket,,,,POINT (8.5358482 47.3677811),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
152,node,5801470557,47.3969958,8.532694,,supermarket,Zürich,124,8057.0,POINT (8.532694 47.3969958),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
153,node,6011935004,47.4128725,8.5470117,Coop,supermarket,Zürich,5,8050.0,POINT (8.5470117 47.4128725),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
154,node,6307458232,47.393543,8.4839444,,supermarket,,,,POINT (8.4839444 47.393543),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
155,node,6551162306,47.3783949,8.5359062,Migros,supermarket,Zürich,,8001.0,POINT (8.5359062 47.3783949),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
156,node,6551162307,47.378577,8.5358856,Alnatura,supermarket,Zürich,,8001.0,POINT (8.5358856 47.378577),77,Zürich,261,420217,4778.9946548391,32.4584678868,491193.0
