,Url_Short,Offer_Id,Scrape_Dt,Type,Price,HP,Init_Regist,Mileage,Fuel_Type,Transmission,Dealer_Name,Dealer_PLZ,Dealer_City,Dealer_Street_House_Nr,Dealer_Telnr,Init_Regist_MY,Init_Regist_Month,Init_Regist_Year,Init_Regist_Dt,Make,Mileage_num,HP_num,Price_num,Price_per_HP
38,https://www.autoscout24.ch/7510025,7510025,2020_03_17 08:34:46,RENAULT Scénic 1.5 dCi Bose EDC (Kompaktvan / Minivan),CHF 13'900.–,110 PS,9.2014,45'000 km,Diesel,Automatisiertes Schaltgetriebe,***confidential***,8906,Bonstetten,Im Heumoos 13K,***confidential***,9.2014,9.0,2014.0,2014-09,RENAULT,45000,110,13900,126.4
39,https://www.autoscout24.ch/7509956,7509956,2020_03_17 08:34:48,BMW X4 xDrive 30d Steptronic (SUV / Geländewagen),CHF 33'800.–,258 PS,6.2015,59'800 km,Diesel,Automat sequentiell,***confidential***,4104,Oberwil,Benkenstrasse 67,***confidential***,6.2015,6.0,2015.0,2015-06,BMW,59800,258,33800,131.0
40,https://www.autoscout24.ch/7509943,7509943,2020_03_17 08:34:54,RENAULT Koleos 2.0 dCi Edition One 4x4 Xtronic CVT (SUV / Geländewagen),CHF 23'800.–,177 PS,8.2017,45'000 km,Diesel,"Automat stufenlos, sequentiell",***confidential***,9642,Ebnat Kappel,Berglistrasse 32b,***confidential***,8.2017,8.0,2017.0,2017-08,RENAULT,45000,177,23800,134.5
41,https://www.autoscout24.ch/7509947,7509947,2020_03_17 08:35:23,SEAT Toledo 1.4 TSI Style DSG (Limousine),CHF 8'450.–,122 PS,3.2013,119'000 km,Benzin,Automatisiertes Schaltgetriebe,***confidential***,8152,Opfikon,Wallisellerstr.172,***confidential***,3.2013,3.0,2013.0,2013-03,SEAT,119000,122,8450,69.3
42,https://www.autoscout24.ch/7305781,7305781,2020_03_17 08:35:27,FORD Galaxy 2.0 TDCi Titanium AWD PowerShift (Kompaktvan / Minivan),CHF 27'900.–,180 PS,1.2016,40'000 km,Diesel,Automatisiertes Schaltgetriebe,***confidential***,9030,Abtwil,Mühleweiherstr. 8a,***confidential***,1.2016,1.0,2016.0,2016-01,FORD,40000,180,27900,155.0
43,https://www.autoscout24.ch/7509887,7509887,2020_03_17 08:35:29,MERCEDES-BENZ SL 300 cabriolet (Cabriolet),CHF 44'000.–,188 PS,9.1985,106'000 km,Benzin,Automatik-Getriebe,***confidential***,1212,Grand-Lancy,1212 Grand-Lancy,***confidential***,9.1985,9.0,1985.0,1985-09,MERCEDES-BENZ,106000,188,44000,234.0
44,https://www.autoscout24.ch/7496116,7496116,2020_03_17 08:35:30,VOLVO V60 T5 Summum Powershift (Kombi),CHF 15'950.–,240 PS,12.2011,72'000 km,Benzin,Automatisiertes Schaltgetriebe,***confidential***,4500,Solothurn,Bucheggweg 4,***confidential***,12.2011,12.0,2011.0,2011-12,VOLVO,72000,240,15950,66.5
45,https://www.autoscout24.ch/7509768,7509768,2020_03_17 08:35:37,MERCEDES-BENZ 500 SL Automatic (Cabriolet),CHF 45'000.–,223 PS,1.1989,179'000 km,Benzin,Automat,***confidential***,8810,Horgen,8810 Horgen,***confidential***,1.1989,1.0,1989.0,1989-01,MERCEDES-BENZ,179000,223,45000,201.8
46,https://www.autoscout24.ch/6900996,6900996,2020_03_17 08:35:38,FORD MUSTANG 4.0 Premium (Limousine),CHF 17'900.–,215 PS,3.201,35'100 km,Benzin,Automatik-Getriebe,***confidential***,7403,Rhäzüns,Via Suro 13,***confidential***,3.201,3.0,2010.0,2010-03,FORD,35100,215,17900,83.3
47,https://www.autoscout24.ch/7509758,7509758,2020_03_17 08:35:40,JEEP Renegade 2.0 MJ Trailhawk AWD + Low Range 9ATX (SUV / Geländewagen),CHF 24'900.–,170 PS,10.2018,28'000 km,Diesel,Automat sequentiell,***confidential***,1815,Clarens,rue des Vaudrès 18,***confidential***,10.2018,10.0,2018.0,2018-10,JEEP,28000,170,24900,146.5
48,https://www.autoscout24.ch/6792037,6792037,2020_03_17 08:35:42,MINI Cooper S Cabriolet (Cabriolet),CHF 26'800.–,192 PS,4.2017,14'200 km,Benzin,Schaltgetriebe manuell,***confidential***,8706,Meilen,Neuwiesenstrasse 47,***confidential***,4.2017,4.0,2017.0,2017-04,MINI,14200,192,26800,139.6
49,https://www.autoscout24.ch/7509700,7509700,2020_03_17 08:35:46,BMW Z4 3.0i Roadster (Cabriolet),CHF 11'000.–,231 PS,9.2003,99'020 km,Benzin,Schaltgetriebe manuell,***confidential***,4702,Oensingen,Leuenallee,***confidential***,9.2003,9.0,2003.0,2003-09,BMW,99020,231,11000,47.6
50,https://www.autoscout24.ch/7504402,7504402,2020_03_17 08:35:47,AUDI RS4 Avant 4.2 V8 quattro (Kombi),CHF 16'400.–,420 PS,7.2007,162'500 km,Benzin,Schaltgetriebe manuell,***confidential***,8832,Wollerau,"Erlenstrasse, 125",***confidential***,7.2007,7.0,2007.0,2007-07,AUDI,162500,420,16400,39.0
51,https://www.autoscout24.ch/7416516,7416516,2020_03_17 08:36:22,AUDI S3 Sedan 2.0 TFSI quattro S-tronic (Limousine),CHF 36'500.–,310 PS,10.2016,60'600 km,Benzin,Automatisiertes Schaltgetriebe,***confidential***,4057,Basel,Hochbergerstrasse 70,***confidential***,10.2016,10.0,2016.0,2016-10,AUDI,60600,310,36500,117.7
52,https://www.autoscout24.ch/7509669,7509669,2020_03_17 08:36:23,MERCEDES-BENZ Viano 3.0 CDI Blue Efficiency Fun L A (Kombi),CHF 45'000.–,224 PS,3.2012,57'000 km,Diesel,Automat,***confidential***,1180,Rolle,Rte de Lausanne 28,***confidential***,3.2012,3.0,2012.0,2012-03,MERCEDES-BENZ,57000,224,45000,200.9
53,https://www.autoscout24.ch/7307922,7307922,2020_03_17 08:36:28,MERCEDES-BENZ C 200 BlueTEC Avantgarde 7G-Tronic (Kombi),CHF 17'900.–,136 PS,1.2015,89'900 km,Diesel,Automat sequentiell,***confidential***,3036,Detligen,Hauptstrasse,***confidential***,1.2015,1.0,2015.0,2015-01,MERCEDES-BENZ,89900,136,17900,131.6
54,https://www.autoscout24.ch/7509581,7509581,2020_03_17 08:36:35,MERCEDES-BENZ 220 220 S (Limousine),CHF 42'000.–,100 PS,9.1959,4'000 km,Benzin,Schaltgetriebe manuell,***confidential***,8406,Winterthur,Neubruchstrasse 4B,***confidential***,9.1959,9.0,1959.0,1959-09,MERCEDES-BENZ,4000,100,42000,420.0
55,https://www.autoscout24.ch/7509538,7509538,2020_03_17 08:36:46,AUDI A3 Sportback 1.4 e-tron Sport S-tronic (Limousine),CHF 24'800.–,204 PS,7.2017,19'500 km,Plug-in-Hybrid Benzin/Elektro,Automatisiertes Schaltgetriebe,***confidential***,8280,Kreuzlingen,Bernrainstrasse 19,***confidential***,7.2017,7.0,2017.0,2017-07,AUDI,19500,204,24800,121.6
56,https://www.autoscout24.ch/7509483,7509483,2020_03_17 08:37:29,RENAULT Grand Scénic 1.3 16V Turbo Initiale Paris EDC (Kompaktvan / Minivan),CHF 35'900.–,160 PS,6.2019,9'900 km,Benzin,Automatisiertes Schaltgetriebe,***confidential***,1630,Bulle,Route de Riaz 99,***confidential***,6.2019,6.0,2019.0,2019-06,RENAULT,9900,160,35900,224.4
57,https://www.autoscout24.ch/6467415,6467415,2020_03_17 08:37:31,PORSCHE 911 SC (Coupé),CHF 71'900.–,188 PS,9.1979,93'000 km,Benzin,Schaltgetriebe,***confidential***,6026,Rain,6026 Rain,***confidential***,9.1979,9.0,1979.0,1979-09,PORSCHE,93000,188,71900,382.4
58,https://www.autoscout24.ch/7421929,7421929,2020_03_17 08:37:42,MERCEDES-BENZ A 250 A 250 AMG Line 4Matic 7G-DCT 4Matic (Limousine),CHF 44'900.–,224 PS,4.2019,13'500 km,Benzin,Automatisiertes Schaltgetriebe,***confidential***,1800,Vevey,Rue du Jura 4B,***confidential***,4.2019,4.0,2019.0,2019-04,MERCEDES-BENZ,13500,224,44900,200.4
59,https://www.autoscout24.ch/7509389,7509389,2020_03_17 08:38:05,VW T5 Multivan 2.0 TDI CR Startline (Bus),CHF 24'860.–,140 PS,7.2013,135'280 km,Diesel,Schaltgetriebe manuell,***confidential***,6043,Adligenswil,Luzernerstrasse 13,***confidential***,7.2013,7.0,2013.0,2013-07,VW,135280,140,24860,177.6
60,https://www.autoscout24.ch/7509365,7509365,2020_03_17 08:38:15,AUDI S3 Sportback 2.0 TFSI quattro S-tronic (Limousine),CHF 15'500.–,311 PS,11.2009,165'000 km,Benzin,Automatisiertes Schaltgetriebe,***confidential***,9050,Appenzell,Schöttlerstrasse 13,***confidential***,11.2009,11.0,2009.0,2009-11,AUDI,165000,311,15500,49.8
61,https://www.autoscout24.ch/5448405,5448405,2020_03_17 08:38:17,BMW Z3 2.2i Roadster (Cabriolet),CHF 9'500.–,170 PS,4.2001,113'000 km,Benzin,Schaltgetriebe manuell,***confidential***,3001,Bern,"Schwarztorstrasse 7, Postfach",***confidential***,4.2001,4.0,2001.0,2001-04,BMW,113000,170,9500,55.9
62,https://www.autoscout24.ch/7416895,7416895,2020_03_17 08:38:23,MERCEDES-BENZ GLE Coupé 43 AMG 4Matic 9G-Tronic (SUV / Geländewagen),CHF 78'000.–,367 PS,4.2017,11'200 km,Benzin,Automat sequentiell,***confidential***,1207,Genève,Eaux-Vives,***confidential***,4.2017,4.0,2017.0,2017-04,MERCEDES-BENZ,11200,367,78000,212.5
63,https://www.autoscout24.ch/7509285,7509285,2020_03_17 08:38:25,SEAT Ibiza 1.5 TSI EVO Swiss FR (Kleinwagen),CHF 19'900.–,150 PS,5.2018,27'000 km,Benzin,Schaltgetriebe manuell,***confidential***,4626,Niederbuchsiten,Neumatt 3,***confidential***,5.2018,5.0,2018.0,2018-05,SEAT,27000,150,19900,132.7
64,https://www.autoscout24.ch/7509188,7509188,2020_03_17 08:39:19,PORSCHE 911 Carrera 4S PDK (Coupé),CHF 122'000.–,420 PS,6.2017,30'000 km,Benzin,Automatisiertes Schaltgetriebe,***confidential***,1025,St-Sulpice,Rue du Centre 76B,***confidential***,6.2017,6.0,2017.0,2017-06,PORSCHE,30000,420,122000,290.5
65,https://www.autoscout24.ch/7503104,7503104,2020_03_17 08:39:21,PORSCHE 911 Carrera 4S Cabrio (Cabriolet),CHF 108'000.–,420 PS,11.2016,29'900 km,Benzin,Schaltgetriebe manuell,***confidential***,6061,Ober Wilen (Sarnen),Sitacherstrasse 11,***confidential***,11.2016,11.0,2016.0,2016-11,PORSCHE,29900,420,108000,257.1
66,https://www.autoscout24.ch/7509078,7509078,2020_03_17 08:39:31,SEAT Leon 1.4 TSI COPA Style (Limousine),CHF 5'490.–,125 PS,6.2012,122'500 km,Benzin,Schaltgetriebe manuell,***confidential***,9323,Steinach,Kornfeldstrasse 12a,***confidential***,6.2012,6.0,2012.0,2012-06,SEAT,122500,125,5490,43.9
67,https://www.autoscout24.ch/7509022,7509022,2020_03_17 08:39:33,MERCEDES-BENZ C 200 Coupé AMG Line 4Matic 9G-Tronic (Coupé),CHF 39'900.–,184 PS,5.2017,22'000 km,Benzin,Automat sequentiell,***confidential***,8048,Zurich,Flurstrasse,***confidential***,5.2017,5.0,2017.0,2017-05,MERCEDES-BENZ,22000,184,39900,216.8
68,https://www.autoscout24.ch/7508937,7508937,2020_03_17 08:39:36,SKODA Octavia Combi 1.4 TSI Active (Kombi),CHF 8'500.–,140 PS,1.2014,106'000 km,Benzin,Schaltgetriebe manuell,***confidential***,8134,Adliswil,Soodstrasse 29,***confidential***,1.2014,1.0,2014.0,2014-01,SKODA,106000,140,8500,60.7
69,https://www.autoscout24.ch/7508976,7508976,2020_03_17 08:39:44,VW Golf 2.0 TSI R 4Motion (Limousine),CHF 16'000.–,270 PS,7.201,161'800 km,Benzin,Schaltgetriebe manuell,***confidential***,4852,Rothrist,Kornweg 38a,***confidential***,7.201,7.0,2010.0,2010-07,VW,161800,270,16000,59.3
70,https://www.autoscout24.ch/7508913,7508913,2020_03_17 08:39:50,VW Golf 2.0 TSI R 4Motion DSG (Limousine),CHF 25'500.–,301 PS,7.2014,74'000 km,Benzin,Automatisiertes Schaltgetriebe,***confidential***,4658,Däniken,4658 Däniken,***confidential***,7.2014,7.0,2014.0,2014-07,VW,74000,301,25500,84.7
71,https://www.autoscout24.ch/7508873,7508873,2020_03_17 08:40:27,SUBARU Levorg 1.6DIT Luxury S AWD Lineartronic (Kombi),CHF 14'900.–,170 PS,1.2016,94'500 km,Benzin,"Automat stufenlos, sequentiell",***confidential***,1273,Arzier-Le Muids,Ch. des Viroux 35,***confidential***,1.2016,1.0,2016.0,2016-01,SUBARU,94500,170,14900,87.6
72,https://www.autoscout24.ch/7508883,7508883,2020_03_17 08:40:37,BMW X1 xDrive 25d M Sport Steptronic (SUV / Geländewagen),CHF 25'900.–,231 PS,2.2017,124'000 km,Diesel,Automat sequentiell,***confidential***,1630,Bulle,1630 Bulle,***confidential***,2.2017,2.0,2017.0,2017-02,BMW,124000,231,25900,112.1
73,https://www.autoscout24.ch/7508679,7508679,2020_03_17 08:40:53,BMW X5 xDrive 40d Steptronic (SUV / Geländewagen),CHF 31'000.–,313 PS,4.2016,205'000 km,Diesel,Automat sequentiell,***confidential***,5074,Eiken,5074 Eiken,***confidential***,4.2016,4.0,2016.0,2016-04,BMW,205000,313,31000,99.0
74,https://www.autoscout24.ch/7508722,7508722,2020_03_17 08:41:26,FORD EcoSport 1.0 SCTi Titanium S (SUV / Geländewagen),CHF 13'500.–,140 PS,12.2017,28'000 km,Benzin,Schaltgetriebe manuell,***confidential***,8820,Wädenswil,8820 Wädenswil,***confidential***,12.2017,12.0,2017.0,2017-12,FORD,28000,140,13500,96.4
