web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw,rooms,area,price,description_raw_len,text_raw_len,luxurious,moebliert,price_per_m2,area_cat,datetime
1693998256-328,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=29,"4 Zimmer, 95 m², CHF 2583.—","Albisstrasse 10, 8038 Zürich, ZH",CHF 2583.—,«BEFRISTET BIS 30.04.2024!»,"4 ZIMMER, 95 M², CHF 2583.—ALBISSTRASSE 10, 8038 ZÜRICH, ZH«BEFRISTET BIS 30.04.2024!»BEFRISTET BIS ENDE APRIL 2024 VERMIETEN WIR DIESE GROSSZÜGIGE UND OPTIMAL GELEGENE 4-ZIMMERWOHNUNG, WELCHE IHNEN GENÜGEND RAUM ZUR ENTFALTUNG BIETET. FOLGENDE AUSTATTUNG ERWARTET SIE: - EINBAUSCHRÄNKE IM KORRIDOR- PARKETTBODEN IN SÄMTLICHEN WOHNRÄUMEN- GERÄUMIGES WOHNZIMMER- VERBUNDEN MIT SEPARATEM ESSZIMMER- 2 GROSSZÜGIGE SCHLAFZIMMER - ABGESCHLOSSENE KÜCHE MIT FENSTER- MIT KLEINEM KÜCHENBALKON- MIT GLASKERAMIKHERD UND GESCHIRRSPÜLER- MIT BACKOFEN UND KÜHLSCHRANK/TK- BADEZIMMER MIT LAVABOUNTERBAU UND FENSTER- SEPARATES WC MIT FENSTER- SONNIGERANBIETER KONTAKTIERENKONTAKTIEREN",4.0,95.0,2583.0,27,669,0,0,27.19,50 - 99,2023-09-06 15:10:34
1693998256-329,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=29,"4,5 Zimmer, 92 m², CHF 1930.—","Gerichtshausstr. 3, 8340 Hinwil, ZH",CHF 1930.—,«WOHNKOMFORT AN FAMILIENFREUNDLICHER LAGE»,"4,5 ZIMMER, 92 M², CHF 1930.—GERICHTSHAUSSTR. 3, 8340 HINWIL, ZH«WOHNKOMFORT AN FAMILIENFREUNDLICHER LAGE»IN DIESER HELLEN WOHNUNG ERWARTET SIE ZEITGEMÄSSER KOMFORT AN EINER RUHIGEN UND ERHÖHTEN LAGE. LASSEN SIE IHRE KINDER IM QUARTIER UND AUF DEM SPIELPLATZ HERUMTOLLEN. EINKAUFSMÖGLICHKEITEN UND BUSHALTESTELLE SIND BEQUEM ZU FUSS ERREICHBAR. FÜR IHRE WOHNQUALITÄT: - PARKETTBÖDEN IN ALLEN ZIMMERN - KÜCHE MIT GESCHIRRSPÜLER, GRANITABDECKUNG UND GLASKERAMIKHERD - ZWEI NASSZELLEN MIT BADEWANNE UND DUSCHE - WANDSCHRANK IM KORRIDOR - SONNIGER BALKON- EIGENE WASCHKABINE MIT WASCHMASCHINE UND TUMBLER - EIGENES KELLERABTEIL FÜR MEHR STAURAUM ZUSÄTZLICH AUF",4.5,92.0,1930.0,42,656,0,0,20.98,50 - 99,2023-09-06 15:10:34
1693998256-330,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=29,"4,5 Zimmer, 117 m², CHF 2270.—","Endlikerstrasse 65, 8400 Winterthur, ZH",CHF 2270.—,"«WOHNEN AN RUHIGER, ZENTRALER LAGE»","4,5 ZIMMER, 117 M², CHF 2270.—ENDLIKERSTRASSE 65, 8400 WINTERTHUR, ZH«WOHNEN AN RUHIGER, ZENTRALER LAGE»KÖNNTE DAS IHR NEUES ZUHAUSE SEIN? IN RUHIGER UND DENNOCH ZENTRALER LAGE VERMIETEN WIR DIESE GROSSZÜGIGE WOHNUNG. DIE WOHNUNG ÜBERZEUGT MIT FOLGENDER AUSSTATTUNG:WOHN-/ESSZIMMER: PARKETTBODENSCHLAFZIMMER: PARKETTBODEN, BODENHEIZUNGKÜCHE MIT BALKON: NOVILONBODEN, SCHIEBETÜRE, GLASKERAMIKHERDBAD/WC: PLATTENBODEN, SPIEGELSCHRANKSEPARATES WC: PLATTENBODEN, SPIEGELSCHRANKREDUITGROSSER BALKONKELLER- UND ESTRICHABTEILLIFTSPIELPLATZDIE LIEGENSCHAFT WIRD IM FRÜHJAHR 2024 SANIERT. DIE SANIERUNG WIRD IM BEWOHNTEN ZUSTAND DURCHGEFÜHRT UND MUSS WÄHREND DER",4.5,117.0,2270.0,35,653,0,0,19.4,100 - 500,2023-09-06 15:10:34
1693998256-331,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=29,"3 Zimmer, 58 m², CHF 1490.—","Widenweg 14, 8630 Rüti ZH, ZH",CHF 1490.—,"«RUHIG & GRÜN , GENAU WAS SIE SUCHEN !»","3 ZIMMER, 58 M², CHF 1490.—WIDENWEG 14, 8630 RÜTI ZH, ZH«RUHIG & GRÜN , GENAU WAS SIE SUCHEN !»EIN KURZER BLICK: HELLE WOHNRÄUMEPFLEGELEICHTER LAMINATBODENSCHÖNE KÜCHE MIT GLASKERAMIK & GESCHIRRSPÜLERMODERNES BADEZIMMERGEMÜTLICHER BALKON MIT SICHT INS GRÜNEKURZE DISTANZEN ZUM EINKAUFEN, SCHULE UND FREIZEITPARKPLATZ KANN DAZU GEMIETET WERDENÜBERZEUGEN SIE SICH SELBST, UND KOMMEN DOCH UNVERBINDLCH VORBEI.ANBIETER KONTAKTIERENKONTAKTIEREN",3.0,58.0,1490.0,39,439,0,0,25.69,50 - 99,2023-09-06 15:10:34
1693998256-332,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=29,"2 Zimmer, 57 m², CHF 4822.—","Wolframplatz 1, 8045 Zürich, ZH",CHF 4822.—,«2 BEDROOM APARTMENT SENIOR»,"2 ZIMMER, 57 M², CHF 4822.—WOLFRAMPLATZ 1, 8045 ZÜRICH, ZH«2 BEDROOM APARTMENT SENIOR»THIS MODERN 2 BEDROOM APARTMENT IS SUITABLE FOR UP TO 4 PEOPLE. HIGH-QUALITY MATERIALS, DESIGNER FURNITURE AND CHIC COLORS GIVE THE APARTMENT THE UNIQUE STYLE. THE LIVING AREA IS FURNISHED WITH A COMFORTABLE SITTING CORNER, FLAT SCREEN TV AND A DINING TABLE. THE FULL FITTED KITCHEN CATERS FOR ALL THE DAILY NEEDS: A GLASS CERAMIC STOVE, MICROWAVE WITH BAKING AND GRILL FUNCTION, COFFEE MAKER, CUTLERY AND CROCKERY. THE TWO SEPARATE BEDROOMS BOAST A SNUG DOUBLE BED, FLAT SCREEN TV, A WARDROBE AND A WORKING DESK. IN THE SPACIOUS AND MODERN BATHROOM VIRTUELLE TOURANBIETER KONTAKTIERENKONTAKTIEREN",2.0,57.0,4822.0,28,683,0,0,84.6,50 - 99,2023-09-06 15:10:34
1693998261-339,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"4,5 Zimmer, 101 m², CHF 2850.—","8932 Mettmenstetten, ZH",CHF 2850.—,«HELLER NEUBAU - VIEL PLATZ UND SCHÖNEM BALKON»,"4,5 ZIMMER, 101 M², CHF 2850.—8932 METTMENSTETTEN, ZH«HELLER NEUBAU - VIEL PLATZ UND SCHÖNEM BALKON»DIESE MODERNE 4.5 ZIMMER ETAGEN-WOHNUNG IN METTMENSTETTEN BIETET ALLES, WAS DAS HERZ BEGEHRT. DIE OFFENE UND MODERNE KÜCHE LÄDT ZUM KOCHEN EIN UND DIE DREI EINZELNEN ZIMMER BIETEN AUSREICHEND PLATZ FÜR DIE GANZE FAMILIE. DER QUADRATISCHE BALKON BIETET EINE HERRLICHE AUSSICHT IN DIE FERNE UND LÄDT ZUM ENTSPANNEN EIN. DANK DEM LIFT GELANGEN SIE DIREKT VON DER TIEFGARAGE VOR DIE WOHNUNGSTÜR. DIE HELLEN UND FREUNDLICHEN RÄUME MIT VIELEN GROSSEN FENSTERN SORGEN FÜR EINE ANGENEHME ATMOSPHÄRE. ZUDEM BEFINDEN SICH ZWEI GROSSZÜGIG GESCHNITTENE BÄDER IN DEANBIETER KONTAKTIERENKONTAKTIEREN",4.5,101.0,2850.0,47,685,0,0,28.22,100 - 500,2023-09-06 15:10:34
1693998261-340,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"3,5 Zimmer, 114 m², CHF 4100.—","Hofwiesenstrasse 165, 8057 Zürich, ZH",CHF 4100.—,«WOHNUNG IM EIGENTUMSSTANDARD»,"3,5 ZIMMER, 114 M², CHF 4100.—HOFWIESENSTRASSE 165, 8057 ZÜRICH, ZH«WOHNUNG IM EIGENTUMSSTANDARD»WIR VERMIETEN PER SOFORT ODER NACH VEREINBARUNG DIESE TOP MODERNE, EXKLUSIVE UND STILVOLLE 3.5-ZIMMER MINERGIE-NEUBAUWOHNUNG AN DER HOFWIESENSTRASSE 165 IN DER WOHNÜBERBAUUNG GUGGACH, BEIM BUCHEGGPLATZ IN EINEM RUHIGEN UND GRÜNEN WOHNQUARTIER MIT HERVORRAGENDER ÖV- UND PRIVATVERKEHR-ERSCHLIESSUNG.DIE WOHNUNG BESTEHT AUS EINEM WOHN- UND ESSRAUM MIT OFFENER KÜCHE UND ZWEI GEDECKTEN LOGGIAS. DIE KÜCHE IST MIT STEAMER UND INDUKTIONSHERD AUSGESTATTET. DAS HAUPTSCHLAFZIMMER MIT BEGEHBARER ANKLEIDE UND DIREKTEM ZUGANG ZUM BAD MIT DUSCHE BIETET WOHLFÜH",3.5,114.0,4100.0,30,647,0,0,35.96,100 - 500,2023-09-06 15:10:34
1693998261-341,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"3,5 Zimmer, 120 m², CHF 3850.—","8152 Opfikon, ZH",CHF 3850.—,"«ERSTBEZUG, HOCHWERTIG, MIT VIEL PLATZ»","3,5 ZIMMER, 120 M², CHF 3850.—8152 OPFIKON, ZH«ERSTBEZUG, HOCHWERTIG, MIT VIEL PLATZ»DIESE TRAUMHAFTE ETAGEN-WOHNUNG IN OPFIKON IST IDEAL FÜR ANSPRUCHSVOLLE MIETER GEEIGNET. MIT 3.5 ZIMMERN UND EINER WOHNFLÄCHE VON 120 M2 BIETET SIE AUSREICHEND PLATZ FÜR DIE MIETER. DER ERSTBEZUG SOWIE DER HOCHWERTIGE AUSBAUSTANDARD MACHEN DIESE WOHNUNG ZU EINEM WAHREN JUWEL. DIE RAUMHOHEN FENSTER SORGEN FÜR EINE HELLE ATMOSPHÄRE UND DER GROSSE, SONNIGE BALKON MIT BLICK INS GRÜNE LÄDT ZUM ENTSPANNEN EIN. ZUSÄTZLICH BIETET DAS REDUIT MIT EIGENEM WASCHTURM SOWIE DIE EINBAUSCHRÄNKE VIEL STAURAUM. EIN GLASFASERANSCHLUSS FÜR SCHNELLES INTERNET IST EBANBIETER KONTAKTIERENKONTAKTIEREN",3.5,120.0,3850.0,39,669,0,0,32.08,100 - 500,2023-09-06 15:10:34
1693998261-342,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"2,5 Zimmer, 50 m², CHF 2900.—","8004 Zürich, ZH",CHF 2900.—,«MITTEN IM IN-QUARTIER VON ZÜRICH»,"2,5 ZIMMER, 50 M², CHF 2900.—8004 ZÜRICH, ZH«MITTEN IM IN-QUARTIER VON ZÜRICH»MITTEN IM IN-QUARTIER VON ZÜRICH UND TROTZDEM RUHIG GELEGEN VERMIETEN WIR BEZUGSBEREITE, MÖBLIERE 2.5 ZIMMER APARTMENTS. ERLEBEN SIE GEMÜTLICHES WOHNEN IM HERZEN VON ZÜRICH.IHRE NEUEN VIER WÄNDE ÜBERRASCHEN SIE MIT FOLGENDEN HIGHLIGHTS, WELCHE IM MIETPREIS INKLUSIVE SIND:+ SÄMTLICHE NEBENKOSTEN WIE STROM, WASSER, HEIZUNG + WLAN+ KOMPLETT AUSGESTATTETE KÜCHE MIT KÜHLSCHRANK+ WASSERKOCHER, PFANNEN, GESCHIRR+ FLACHBILDSCHIRM FERNSEHER + GEGENSPRECHANLAGE+ FENSTER MIT DOPPELISOLIERVERGLASUNG+ LAMELLENSTOREN/ROLLLADEN+ DACHTERRASSE ZUR GEMEINSCHAFTLANBIETER KONTAKTIERENKONTAKTIEREN",2.5,50.0,2900.0,34,661,0,0,58.0,0 - 49,2023-09-06 15:10:34
1693998261-343,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"3,5 Zimmer, 107 m², CHF 2400.—","Püntenstrasse 12, 8143 Stallikon, ZH",CHF 2400.—,«ATTIKAWOHNUNG AN IDYLLISCHER LAGE IN STALLIKON»,"3,5 ZIMMER, 107 M², CHF 2400.—PÜNTENSTRASSE 12, 8143 STALLIKON, ZH«ATTIKAWOHNUNG AN IDYLLISCHER LAGE IN STALLIKON»WIR VERMIETEN PER 01.10.2023 EINE 3.5 ZIMMERWOHNUNG MIT TERASSE.DER GRUNDRISS UND FORTSCHRITTLICHE INNENAUSBAU VERLEIHEN DER MODERNEN WOHNUNG SEHR VIEL STIL. DIE WOHNUNG ÜBERZEUGT MIT EINEM EDLEN HOLZPARKETTBODEN IM WOHN- UND ESSBEREICH, SOWIE IM SCHLAFZIMMER UND PLATTENBODEN IN DER KÜCHE UND NASSZELLE.ZUR WOHNUNG DAZU GEHÖRT IM UG EIN KELLERABTEIL UND EINEN EIGENEN WASCHRAUM MIT WASCHTURM (WASCHMASCHINE UND TROCKNER) ZUR ALLEINIGEN NUTZUNG. DER TROCKNUNGSRAUM STEHT ZUR MITBENÜTZUNG.AUTO-EINSTELLPLÄTZE IN DER TIEFGARAGE KÖNNEN FÜR CHF 130.00 DA",3.5,107.0,2400.0,48,664,0,0,22.43,100 - 500,2023-09-06 15:10:34
1693998261-345,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"5,5 Zimmer, 200 m², CHF 5600.—","8404 Winterthur, ZH",CHF 5600.—,"«RUHIG UND SONNIG, MIT WUNDERSCHÖNER AUSSICHT»","5,5 ZIMMER, 200 M², CHF 5600.—8404 WINTERTHUR, ZH«RUHIG UND SONNIG, MIT WUNDERSCHÖNER AUSSICHT»DIESES TERRASSENHAUS BIETET MIT SEINEN 5,5 ZIMMERN UND EINER WOHNFLÄCHE VON 200 M² VIEL PLATZ ZUM LEBEN. DIE RUHIGE UND SONNIGE LAGE MIT WUNDERSCHÖNER AUSSICHT LÄDT NATURLIEBHABER UND RUHESUCHENDE EIN. DER HOCHWERTIGE UND MODERNE AUSBAU IM EIGENTUMSSTANDARD UND DER GROSSZÜGIGE GRUNDRISS MACHEN DAS WOHNEN HIER BESONDERS ANGENEHM. DER SCHÖNE, GEPFLEGTE GARTEN MIT GEDECKTEM SITZPLATZ LÄDT ZUM VERWEILEN EIN, UND DIE LICHTDURCHFLUTETEN RÄUMLICHKEITEN SCHAFFEN EINE BEHAGLICHE ATMOSPHÄRE. MIT DEM LIFT DIREKT IN DIE WOHNUNG GELANGT MAN BEQUEM INS EIGENANBIETER KONTAKTIERENKONTAKTIEREN",5.5,200.0,5600.0,46,678,0,0,28.0,100 - 500,2023-09-06 15:10:34
1693998261-346,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"3,5 Zimmer, 102 m², CHF 3290.—","Oberer Graben 34, 8400 Winterthur, ZH",CHF 3290.—,«3.5 ZIMMERWOHNUNG IN WINTERTHUR»,"3,5 ZIMMER, 102 M², CHF 3290.—OBERER GRABEN 34, 8400 WINTERTHUR, ZH«3.5 ZIMMERWOHNUNG IN WINTERTHUR»",3.5,102.0,3290.0,33,100,0,0,32.25,100 - 500,2023-09-06 15:10:34
1693998261-347,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"4,5 Zimmer, 146 m², CHF 5900.—","8032 Zürich, ZH",CHF 5900.—,"«ZENTRAL UND GROSSZÜGIG, MIT HERRLICHER AUSSICHT»","4,5 ZIMMER, 146 M², CHF 5900.—8032 ZÜRICH, ZH«ZENTRAL UND GROSSZÜGIG, MIT HERRLICHER AUSSICHT»DIE 146 M² GROSSE WOHNUNG VERFÜGT ÜBER ZWEI BALKONE MIT ATEMBERAUBENDER AUSSICHT UND EINE SEHR GROSSE KÜCHE MIT ALLEN ANNEHMLICHKEITEN. DIE RÄUME SIND GROSS UND HELL, HABEN VIELE FENSTERN UND EIN EIGENES REDUIT, DAS ALS WÄSCHERAUM GENUTZT WERDEN KANN. DER GROSSZÜGIGE EINGANGSBEREICH MIT GARDEROBE UND DIE HOCHWERTIGEN PARKETTBÖDEN VERLEIHEN DER WOHNUNG EINEN BESONDEREN CHARME. DIE IDEALE UND RUHIGE LAGE IM ZENTRUM VON HOTTINGEN MACHT DIESE WOHNUNG PERFEKT FÜR JEDEN, DER DAS STÄDTISCHE LEBEN GENIESSEN MÖCHTE. ZUSÄTZLICH BIETET DIE WOHNUNG BELÜFTEANBIETER KONTAKTIERENKONTAKTIEREN",4.5,146.0,5900.0,49,677,0,0,40.41,100 - 500,2023-09-06 15:10:34
1693998261-349,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"2 Zimmer, 60 m², CHF 3900.—","Zimmergasse 8, 8008 Zürich, ZH",CHF 3900.—,«SEEFELD MÖBLIERTE 2ZI. BEFRISTET»,"2 ZIMMER, 60 M², CHF 3900.—ZIMMERGASSE 8, 8008 ZÜRICH, ZH«SEEFELD MÖBLIERTE 2ZI. BEFRISTET»AN BESTER LAGE WIRD EINE MÖBLIERTE 2 ZIMMER-WOHNUNG BEFRISTET VOM 1.NOVEMBER 2023 BIS 31.MÄRZ 2024 VERMIETET.- 2 HELLE UND RUHIGE RÄUME, DIE FÜR EIN ANGENEHMES WOHNKLIMA SORGEN- SCHRÄNKE IM KORRIDOR UND IM SCHLAFZIMMER- VOLL EINGERICHTET KÜCHE MIT HERD UND GESCHIRRSPÜLER, GESCHIRR, BESTECK USW.- MODERNES BAD/WC MIT HOCHWERTIGEN ARMATUREN UND FLIESEN, SPÜLMASCHINE UND TROCKNER- BALKON MIT PLATZ FÜR SITZGELEGENHEITEN UND AUSSICHT- LIFTDIE BILDER ENTSPRECHEN DEM AUSBAUSTANDARD.DAS SEEFELD IST EINE DER BEGEHRTESTEN WOHNLAGEN IN ZÜRICH. IN FUSSDISTA",2.0,60.0,3900.0,34,641,0,1,65.0,50 - 99,2023-09-06 15:10:34
1693998261-350,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"5,5 Zimmer, 191 m², CHF 3400.—","Steinmaurstrasse 19B, 8173 Neerach, ZH",CHF 3400.—,«TRAUMHAFT SCHÖNE 5 1/2 ZIMMER MAISONETTE-WOHNUNG IN NEERACH MIT EIGENTUMSSTANDARD ZU VERMIETEN»,"5,5 ZIMMER, 191 M², CHF 3400.—STEINMAURSTRASSE 19B, 8173 NEERACH, ZH«TRAUMHAFT SCHÖNE 5 1/2 ZIMMER MAISONETTE-WOHNUNG IN NEERACH MIT EIGENTUMSSTANDARD ZU VERMIETEN»AN SEHR RUHIGER UND IDYLLISCHER LAGE AM DORFBACH, MIT WUNDERSCHÖNER AUSSICHT, NEU RENOVIERT. WOHNEN SIE IM RIEGELHAUS IN GEHOBENEM, EIGENTUMSWOHNUNGSSTANDARD. MODERNER QUALITATIV SEHR HOCHSTEHENDER AUSBAUSTANDARD. LICHTDURCHFLUTETE RÄUME, WENIGE GEHMINUTEN VOM DORFZENTRUM ENTFERNT. DIE RIESIGE 5 1/2 ZIMMER WOHNUNG IST DURCH DEN HAUSEINGANG ODER AUS DER TIEFGARAGE MIT DEM LIFT ERREICHBAR. DIE GROSSZÜGIGE WOHNUNG VERFÜGT IN ALLEN RÄUMEN ÜBER HELLE KERAMISCHE BODENPLATTEN. IN JEDEM ZIMMER GIBT ES EINEN TV UND TELEFONANSCHLUSS, IM DACHGESCHOSS BEFI",5.5,191.0,3400.0,96,714,0,0,17.8,100 - 500,2023-09-06 15:10:34
1693998261-351,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"5,5 Zimmer, 140 m², CHF 3200.—","Steig 37, 8193 Eglisau, ZH",CHF 3200.—,"«TRAUMHAFTE, HELLE UND GROSSZÜGIGE ATTIKA-WOHNUNG»","5,5 ZIMMER, 140 M², CHF 3200.—STEIG 37, 8193 EGLISAU, ZH«TRAUMHAFTE, HELLE UND GROSSZÜGIGE ATTIKA-WOHNUNG»INTERESSIERT? UNTER DEM LINK BESICHTIGUNGSFORMULAR KÖNNEN SIE SICH FÜR EINE BESICHTIGUNG ANMELDEN.TRAUMHAFTE, HELLE UND GROSSZÜGIGE ATTIKA-WOHNUNG MIT 360° PANORAMA-TERRASSE MIT BLICK AUF DEN RHEIN, DIE ALTSTADT VON EGLISAU UND WEINBERGE.IHRE WOHNQUALITÄT:OFFENE KÜCHE MIT STEAMER UND KÜCHENINSEL (MIELE).WOHNBEREICH UND BADEZIMMER MIT STEINPLATTENBÜRO UND SCHLAFZIMMER MIT PARKETTBODENHEIZUNGALLE FENSTER MIT ELEKTRISCHEN ROLLLÄDEN.REDUIT MIT EIGENEM WASCHTURM (MIELE).KELLERABTEIL.BESUCHERPARKPLATZ.SCHULEN UND ÖV.IDEAL GELEGEN FÜR EINKAUFSMÖGLICHK",5.5,140.0,3200.0,50,656,0,0,22.86,100 - 500,2023-09-06 15:10:34
1693998261-352,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"3,5 Zimmer, 84 m², CHF 2320.—","Auhofstrasse 5, 8051 Zürich, ZH",CHF 2320.—,«IHR NEUES WOHNREICH IN ZÜRICH»,"3,5 ZIMMER, 84 M², CHF 2320.—AUHOFSTRASSE 5, 8051 ZÜRICH, ZH«IHR NEUES WOHNREICH IN ZÜRICH»PER 01.10.2023 VERMIETEN WIR DIESE SCHÖNE UND MODERNE 3.5-ZIMMERWOHNUNG. DIE WOHNUNG BIETET IHNEN FOLGENDE ANNEHMLICHKEITEN: - WOHN- UND SCHLAFZIMMER MIT PARKETTBODEN- KÜCHE UND NASSZELLEN MIT PFLEGELEICHTEM, DUNKLEM PLATTENBODEN- KÜCHE MIT GLASKERAMIKHERD, GESCHIRRSPÜLER, BACKOFEN AUF SICHTHÖHE UND VIEL STAURAUM FÜR IHRE KÜCHENUTENSILIEN- BADEZIMMER MIT WC, LAVABO, SPIEGELSCHRANK UND BADEWANNE - BALKON ZUM VERWEILEN- EIGENES KELLERABTEIL- WASCHKÜCHE UND TROCKENRAUM ZUR MITBENUTZUNG DIE HAUSTIERHALTUNG IST IN DIESER LIEGENSCHAFT ERLAUBT. BEI BEANBIETER KONTAKTIERENKONTAKTIEREN",3.5,84.0,2320.0,31,674,0,0,27.62,50 - 99,2023-09-06 15:10:34
1693998261-353,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"2,5 Zimmer, 60 m², CHF 2383.—","Witikonerstrasse 54, 8032 Zürich, ZH",CHF 2383.—,«WOHLFÜHLOASE IM HERZEN VON ZÜRICH»,"2,5 ZIMMER, 60 M², CHF 2383.—WITIKONERSTRASSE 54, 8032 ZÜRICH, ZH«WOHLFÜHLOASE IM HERZEN VON ZÜRICH»DIESE MODERNE WOHNUNG BIETET IHNEN FOLGENDE ANNEHMLICHKEITEN: - GROSSZÜGIGER GRUNDRISS- MODERNE KÜCHE MIT VIEL STAURAUM- GESCHIRRSPÜLER, BACKOFEN UND GLASKERAMIK-KOCHFELD- KÜHLSCHRANK MIT SEPARATEM GEFRIERFACH- BADEZIMMER MIT BADEWANNE- SCHLAF- UND WOHNZIMMER MIT SCHÖNEM PARKETTBODEN- BAD UND KÜCHE MIT DUNKLEM PLATTENBODEN- GROSSZÜGIGER BALKON- KELLERABTEIL HABEN WIR IHR INTERESSE GEWECKT? DANN MELDEN SIE SICH NOCH HEUTE FÜR EINEN BESICHTIGUNGSTERMIN AN! BITTE BEACHTEN SIE, DASS ES SICH BEI DEN FOTOS LEDIGLICH UM REFERENZBILDER HANDELT, DIE DENANBIETER KONTAKTIERENKONTAKTIEREN",2.5,60.0,2383.0,35,683,0,0,39.72,50 - 99,2023-09-06 15:10:34
1693998261-354,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"2,5 Zimmer, 66 m², CHF 3145.—","Seestrasse 25, 8002 Zürich, ZH",CHF 3145.—,«LIVE ABOVE - EXKLUSIVE MIETWOHNUNG ÜBER DEM FIFA WORLD FOOTBALL MUSEUM»,"2,5 ZIMMER, 66 M², CHF 3145.—SEESTRASSE 25, 8002 ZÜRICH, ZH«LIVE ABOVE - EXKLUSIVE MIETWOHNUNG ÜBER DEM FIFA WORLD FOOTBALL MUSEUM»PER 01.11.2023 VERMIETEN WIR IN DIESER EINZIGARTIGEN LIEGENSCHAFT EINE EXKLUSIVE 2,5-ZIMMERWOHNUNG MIT LOFT-CHARAKTER.DIE 66.5 M2 WOHNFLÄCHE ÜBERZEUGT DURCH EINEN HOHEN AUSBAUSTANDARD UND HOCHWERTIGE MATERIALISIERUNGEN. WEITER BIETET DIE WOHNUNG DURCH EINELOGGIA TROTZ DER STÄDTISCHEN LAGE MÖGLICHKEIT ZUR GEMÜTLICHEN ERHOLUNG.GROSSE FENSTERFRONTEN UND GROSSZÜGIGE EINBAUSCHRÄNKE BIETEN DIE PERFEKTE VORLAGE ZU EINER MODERNEN UND OFFENEN EINRICHTUNG. DER BODEN SOWIE DIE STIMMIGE FARBWAHL IN DER OFFENEN KÜCHE BIETEN KLASSISCHE ABER ZURÜCKHALTENDE ELANBIETER KONTAKTIERENKONTAKTIEREN",2.5,66.0,3145.0,72,714,0,0,47.65,50 - 99,2023-09-06 15:10:34
1693998261-355,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=28,"1 Zimmer, 16 m², CHF 750.—","Schaffhauserstrasse 129, 8152 Glattbrugg, ZH",CHF 750.—,«EINZELZIMMER IN EINER WOHNGEMEINSCHAFT ZU VERMIETEN!»,"1 ZIMMER, 16 M², CHF 750.—SCHAFFHAUSERSTRASSE 129, 8152 GLATTBRUGG, ZH«EINZELZIMMER IN EINER WOHNGEMEINSCHAFT ZU VERMIETEN!»PER SOFORT ODER NACH VEREINBARUNG VERMIETEN WIR 1-EINZELZIMMER IN EINER WOHNGEMEINSCHAFT.DIE WOHNUNG BESTEHT AUS 3 ZIMMERN:- EIGENER BALKON - BAD / WC ZUR MITBENUTZUNG- KÜCHE ZUR MITBENUTZUNG- LIFT VORHANDEN- EINKAUFSMÖGLICHKEIT DIREKT IM HAUS (DIROK MARKET IM ERDGESCHOSS)- KEINE ABSTELLPLÄTZE FÜR AUTOS ODER MOTORRÄDER VORHANDEN(DIE BILDER SIND NICHT OBJEKTSPEZIFISCH)HABEN WIR IHR INTERESSE GEWECKT? WIR FREUEN UNS AUF IHRE KONTAKTAUFNAHME!ANBIETER KONTAKTIERENKONTAKTIEREN",1.0,16.0,750.0,54,600,0,0,46.88,0 - 49,2023-09-06 15:10:34
