web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1693998201-11","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","14 m², CHF 2271.—","Brandschenkestrasse 10, 8001 Zürich, ZH","CHF 2271.—","«Studio Apartment Single Kitchenette»","14 m², CHF 2271.—Brandschenkestrasse 10, 8001 Zürich, ZH«Studio Apartment Single Kitchenette»A compact apartment that is big in style. Its design was inspired by a sophisticated work of art that ads a great elegant ambiance to the whole studio, in soft pink tones. The ultra-modern furniture used makes every inch count and offers clever solutions to maximize space. You can count , a generous bed, a kitchenette (fridge, microwave) and all the amenities that make a stay pleasant. The building is centrally located, in the 1st district of Zurich. This location is the perfect choice whether you want to enjoy a shopping tour through the most Anbieter kontaktierenKontaktieren"
"1693998201-12","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","16 m², CHF 2168.—","Gerechtigkeitsgasse 8, 8001 Zürich, ZH","CHF 2168.—","«Studio Apartment Mini»","16 m², CHF 2168.—Gerechtigkeitsgasse 8, 8001 Zürich, ZH«Studio Apartment Mini»This bright and modern studio offers, thanks to its functional arrangement, maximum comfort in a limited space. The flat features a purist design with muted colors, dominant white tones, glass details and designer furniture. A fully fitted kitchenette with a glass ceramic stove, microwave with baking and grilling options, coffee maker, as well as crockery, pans and cutlery provides for all the daily needs. The open living and dining area tempts with a flat screen TV (excl. tax for the use of TV) and a dining table, which may also serve as a worVirtuelle TourAnbieter kontaktierenKontaktieren"
"1693998201-13","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","38 m², CHF 4345.—","Militärstrasse 24, 8004 Zürich, ZH","CHF 4345.—","«2 Bedroom Duplex Apartment»","38 m², CHF 4345.—Militärstrasse 24, 8004 Zürich, ZH«2 Bedroom Duplex Apartment»This duplex apartment extends over two top floors providing a lot of light and a fantastic panorama through its oversized windows. The dominant whiteness combined with fresh turquoise tones and soft light accents creates an enjoyable ambience. Natural materials and round shapes make the space look light and smooth, just like the Aegean breeze. The lower floor features an open living and dining area with flat screen TV and a cozy lounge. The fully fitted kitchen with a microwave/extractor unit caters for all the daily needs, from crockery, pans,Virtuelle TourAnbieter kontaktierenKontaktieren"
"1693998201-14","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","24 m², CHF 2997.—","Militärstrasse 24, 8004 Zürich, ZH","CHF 2997.—","«1 Bedroom Apartment Junior Terrace»","24 m², CHF 2997.—Militärstrasse 24, 8004 Zürich, ZH«1 Bedroom Apartment Junior Terrace»This well-lit 1 bedroom apartment stands out thanks to its classic marble flooring, fresh color palette and exclusive designer pieces. The fully fitted kitchen with a microwave/extractor unit provides all the necessary equipment, from crockery to pans and cutlery to a modern coffee maker. The bedroom with a snug double bed, spatially separated with a glass wall, provides sufficient privacy. The cozy living area with a custom-made sofa and flat screen TV constitutes a perfect space to relax. The separate bathroom with a bathtub or shower is brigVirtuelle TourAnbieter kontaktierenKontaktieren"
"1693998201-15","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","24 m², CHF 2997.—","Industriestrasse 10, 8152 Opfikon, ZH","CHF 2997.—","«1 Bedroom Apartment Junior Top Floor»","24 m², CHF 2997.—Industriestrasse 10, 8152 Opfikon, ZH«1 Bedroom Apartment Junior Top Floor»This elegantly and spacious designed one bedroom apartment is nestled on the highest floor of the building and caters to all everyday needs. The work desk makes it easier to stay productive, the comfortable double bed allows to relax and the fully equipped kitchen provides all the amenities to prepare meals and beverages. For some extra comfort, the bedroom and living area have a divider to create more privacy. Finally, the generously sized and modern bathroom has a walk-in shower and bath tub add to the sense of comfort. Glattbrugg is a thriviVirtuelle TourAnbieter kontaktierenKontaktieren"
"1693998201-16","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","2 Zimmer, 32 m², CHF 3515.—","Wolframplatz 1, 8045 Zürich, ZH","CHF 3515.—","«2 Bedroom Apartment Mini»","2 Zimmer, 32 m², CHF 3515.—Wolframplatz 1, 8045 Zürich, ZH«2 Bedroom Apartment Mini»This modern 2 bedroom apartment is suitable for up to 4 people. Its Asian inspired furnishing includes stylish onyx stone, warm gold and yellow shades and predominant round forms. The two separate bedrooms each boast a comfortable double bed, flat screen TV and wardrobe. The fully fitted kitchen caters for all the daily needs: a glass ceramic stove, microwave with baking and grill function, coffee maker, cutlery and crockery. The lounge area with a sitting corner and flat screen TV provides sufficient space to relax. The modern bathroom with a Virtuelle TourAnbieter kontaktierenKontaktieren"
"1693998201-17","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","44 m², CHF 4138.—","Bellariastrasse 36, 8002 Zürich, ZH","CHF 4138.—","«Studio Apartment Senior»","44 m², CHF 4138.—Bellariastrasse 36, 8002 Zürich, ZH«Studio Apartment Senior»The dominant white hues combined with high gloss furniture fill the apartment with a modern charm. The living area boasts a comfortable sofa corner with flat screen TV and a dining area. The kitchenette is fully fitted, offering a glass ceramic stove, microwave with baking and grilling options, dishwasher and coffee maker, as well as crockery and cutlery. The sleeping area is separated from the rest of the apartment and features a snug double bed. A bathroom with a shower, hand towels, a hair dryer and toiletries provides maximum comfort of livVirtuelle TourAnbieter kontaktierenKontaktieren"
"1693998201-18","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","38 m², CHF 4242.—","Cramerstrasse 2-6, 8004 Zürich, ZH","CHF 4242.—","«1 Bedroom Apartment Senior»","38 m², CHF 4242.—Cramerstrasse 2-6, 8004 Zürich, ZH«1 Bedroom Apartment Senior»This 1 bedroom apartment comes in a unique VISIONAPARTMENTS style Wood Walls elegance. The fully fitted kitchenette provides all the necessary equipment, from crockery to pans and cutlery to modern microwave, oven and a coffee maker, with a big dining table in the middle. The cozy bedroom comes with a huge double bed. The bathroom with a shower is equipped with hand towels, a hair dryer and toiletries. The apartments are set right in the heart of the lively 4th district there is no better place to experience the urban charm of Zurich at first hVirtuelle TourAnbieter kontaktierenKontaktieren"
"1693998201-19","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","26 m², CHF 2894.—","Militärstrasse 24, 8004 Zürich, ZH","CHF 2894.—","«Studio Apartment Junior Terrace»","26 m², CHF 2894.—Militärstrasse 24, 8004 Zürich, ZH«Studio Apartment Junior Terrace»This studio impresses with classic marble flooring, fresh color palette and exclusive designer pieces. Moreover, in this limited space maximum comfort is ensured thanks to a sophisticated space layout. The fully fitted kitchenette provides for all the daily needs, from crockery to pans, cutlery and a modern coffee maker. The cozy double bed and the living area with a custom-made sofa and flat screen TV invite guests to enjoy themselves. The separate bathroom with a shower, bright and modern, offers bath towels, a hair dryer, as well as company-Virtuelle TourAnbieter kontaktierenKontaktieren"
"1693998201-20","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","29 m², CHF 3204.—","Industriestrasse 10, 8152 Opfikon, ZH","CHF 3204.—","«1 Bedroom Apartment Senior»","29 m², CHF 3204.—Industriestrasse 10, 8152 Opfikon, ZH«1 Bedroom Apartment Senior»This elegantly and spacious decorated one bedroom apartment caters to all everyday needs and more. A modern work desk makes it easier to stay productive, the comfortable double bed allows to relax and the fully equipped kitchen provides all the amenities to prepare meals and beverages. For some extra comfort, the bedroom and living area have a divider to create more privacy. Finally, The generously sized and modern bathroom has a walk-in shower and bath tub for truly relaxing moments. Depending on availability, the 1 Bedroom Apartment Senior caVirtuelle TourAnbieter kontaktierenKontaktieren"
"1693998201-21","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","16 m², CHF 1960.—","Industriestrasse 10, 8152 Opfikon, ZH","CHF 1960.—","«Studio Apartment Mini»","16 m², CHF 1960.—Industriestrasse 10, 8152 Opfikon, ZH«Studio Apartment Mini»This studio apartment offers every convenience and practicality for daily needs. A comfortable double bed, a designer work desk and a fully equipped open kitchen with a glass ceramic stove, microwave with baking and grill function, coffee maker, dish washer, cutlery and crockery. The separate bathroom with shower has bath towels and everyday toiletries and complements the experience.Depending on availability, the Studio Apartment Mini can be combined with a 1 Bedroom Apartment Senior through a connecting door for more space. Glattbrugg is a thrVirtuelle TourAnbieter kontaktierenKontaktieren"
"1693998201-22","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","40 m², CHF 4138.—","Bellariastrasse 36, 8002 Zürich, ZH","CHF 4138.—","«1 Bedroom Apartment Junior»","40 m², CHF 4138.—Bellariastrasse 36, 8002 Zürich, ZH«1 Bedroom Apartment Junior»This bright and spacious 1 bedroom apartment ensures maximum comfort of living. Its open and modern living area is furnished with leather sofas and armchairs, flat screen TV and glass tables. The fully fitted kitchenette caters for all the daily needs and offers everything a guest may need on a daily basis: a glass ceramic stove, microwave with baking and grilling options, coffee maker, as well as cutlery and crockery. The sleeping area tempts with a cozy double bed. The modern bathroom is equipped with a bathtub, hand towels, a hairdryer and tVirtuelle TourAnbieter kontaktierenKontaktieren"
"1693998201-23","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","25 m², CHF 2582.—","Industriestrasse 10, 8152 Opfikon, ZH","CHF 2582.—","«Studio Apartment Junior»","25 m², CHF 2582.—Industriestrasse 10, 8152 Opfikon, ZH«Studio Apartment Junior»This studio apartment offers practicality for all the daily needs. A comfortable double bed to relax and a work desk to stay productive. The fully equipped kitchen has a glass ceramic stove, microwave with baking and grill function, coffee maker, dish washer, cutlery and crockery. The separate bathroom with shower has bath towels and everyday toiletries and adds to the experience. Glattbrugg is a thriving location, with much to offer to its residents and visitors alike. Located right next to Zurich, the city is served by Zurich Airport, and is Virtuelle TourAnbieter kontaktierenKontaktieren"
"1693998201-24","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=42","41 m², CHF 4449.—","Militärstrasse 24, 8004 Zürich, ZH","CHF 4449.—","«1 Bedroom Apartment Senior»","41 m², CHF 4449.—Militärstrasse 24, 8004 Zürich, ZH«1 Bedroom Apartment Senior»This cozy and bright 1 bedroom apartment is located in the penthouse, offering a breathtaking view of the Kasernenareal and the 'etli mountain. The dominant whiteness combined with fresh turquoise tones and soft light accents creates an enjoyable ambience. Natural materials and round forms, inspired by the lightness of the Aegean are primarily used. The fully fitted kitchenette with a microwave/extractor unit has all the necessary equipment, from crockery, pans, cutlery and a modern coffee maker. The open living and dining area with flat screenVirtuelle Tour"
"1693998205-25","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41","3,5 Zimmer, 105 m², CHF 3200.—","Badenerstrasse 67, 8953 Dietikon, ZH","CHF 3200.—","«Moderne 3.5-Zimmer-Neubauwohnung mit Balkon und gemeinsamem Grillplatz in Dietikon»","3,5 Zimmer, 105 m², CHF 3200.—Badenerstrasse 67, 8953 Dietikon, ZH«Moderne 3.5-Zimmer-Neubauwohnung mit Balkon und gemeinsamem Grillplatz in Dietikon»Diese hochmoderne Wohnung bietet alles, was das Herz begehrt. Die Einrichtung ist modern und bietet genügend Stauraum durch Einbauschränke. Die vielen Fenster lassen viel Licht herein und schaffen eine helle und freundliche Atmosphäre. Zusätzlich bietet die Wohnung einen gemeinsamen Grillplatz, eine Tiefgarage und eine Waschmaschine sowie einen Trockner direkt in der Wohnung. Der große Balkon lädt zum Entspannen ein und ist halb bedeckt und halb offen. Die Wohnung befindet sich in Dietikon und ist verkehrstechnisch optimal gelegen. Öffentliche"
"1693998205-26","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41","5,5 Zimmer, 140 m², CHF 2750.—","Frowiesstrasse 36, 8344 Bäretswil, ZH","CHF 2750.—","«Charmantes 5.5 Reihenhaus mit Aussenbereich und Garage in ruhiger Lage von Adetswil»","5,5 Zimmer, 140 m², CHF 2750.—Frowiesstrasse 36, 8344 Bäretswil, ZH«Charmantes 5.5 Reihenhaus mit Aussenbereich und Garage in ruhiger Lage von Adetswil»Willkommen in Ihrem neuen Zuhause! Dieses charmante 5.5 Reihenhaus befindet sich in einem harmonischen Quartier in einer ruhigen Gegend von Adetswil. Das Haus verfügt über einen grossen und geräumigen Wohnbereich, der Platz zum Entspannen und Verweilen bietet. Zusätzlich gibt es einen schönen Außenbereich, der perfekt für sonnige Tage ist. Die Lage ist auch ideal, da die Wohnung eine gute Verbindung nach Zürich hat. Eine Garage steht zur Verfügung, um Ihr Auto sicher und geschützt zu parken. Überzeugen Sie sich selbst von diesem gemütlichen und"
"1693998205-27","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41","4,5 Zimmer, 104 m², CHF 2700.—","Kanzleistrasse 15, 8418 Schlatt ZH, ZH","CHF 2700.—","«Ökologisch wohnen mit viel Umschwung - 4.5 Zimmer-Wohnung in ""Im Geeren"" D in Schlatt ZH»","4,5 Zimmer, 104 m², CHF 2700.—Kanzleistrasse 15, 8418 Schlatt ZH, ZH«Ökologisch wohnen mit viel Umschwung - 4.5 Zimmer-Wohnung in ""Im Geeren"" D in Schlatt ZH»Wir vermieten diese grosszügige 4.5 Zimmer-Maisonettewohnung ""Im Geeren"" (D) im Ober- und Dachgeschoss mit einer Gesamtfläche von 104m2. Der Zugang erfolgt über einen gedeckten Laubengang im Obergeschoss. Die Zimmer im Dachgeschoss verfügen über eine eindrucksvolle Raumhöhe von mehr als vier Metern! Die Wohnung verfügt über zwei Nasszellen, eine davon mit Waschturm. Eine grosszügige Loggia im Westen bietet eine erweiterte Wohnfläche und Verbindung zum Aussenraum mit herrlichem Blick auf die hauseigenen Gärten und die unverbaubare Landschaft. Di"
"1693998205-28","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41","3,5 Zimmer, 171 m², Preis auf Anfrage","Ernst-Jung-Gasse 16B, 8400 Winterthur, ZH","Preis auf Anfrage","«Erstbezug in 3.5 Zimmer-Maisonette-Wohnung in Winterthur»","3,5 Zimmer, 171 m², Preis auf AnfrageErnst-Jung-Gasse 16B, 8400 Winterthur, ZH«Erstbezug in 3.5 Zimmer-Maisonette-Wohnung in Winterthur»Wir bieten per Juni 2023 dieses aussergewöhnliche Duplex-Apartment an, welches sowohl als reines Büro/Atelier wie auch als reiner Wohnraum genutzt werden kann. Es befindet sich in der neuen Lokstadt Überbauung und ist sehr zentral gelegen. Die Siedlung bietet viele Opportunitäten und befindet sich wenige Gehminuten vom Bahnhof Winterthur entfernt. In der unteren Etage findet man eine offene und moderne Küche mit höchstem Ausbaustandard sowie eine grosszügige Wohnfläche mit einem separaten Nassraum. Über die Wendeltreppe wird man in den oberen B"
"1693998205-29","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41","5,5 Zimmer, 150 m², CHF 3390.—","Bolletweg 14, 8934 Knonau, ZH","CHF 3390.—","«Wunderbare 5.5-Zimmer-Wohnung in Knonau»","5,5 Zimmer, 150 m², CHF 3390.—Bolletweg 14, 8934 Knonau, ZH«Wunderbare 5.5-Zimmer-Wohnung in Knonau»Diese beeindruckende 5.5-Zimmer-Wohnung steht jetzt zur Miete zur Verfügung und bietet die perfekte Mischung aus Komfort und Funktionalität. Sie befindet sich in einer erstklassigen Lage und verfügt über drei gut ausgestattete Schlafzimmer und zwei moderne Badezimmer, die ausreichend Platz für Sie und Ihre Familie bieten. Beim Betreten werden Sie von einem grosszügig dimensionierten Wohnzimmer empfangen, das perfekt zum Entspannen und Unterhalten von Gästen geeignet ist. Die angrenzende Küche ist mit hochwertigen Geräten ausgestattet, sodass da"
"1693998205-30","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41","3 Zimmer, 70 m², CHF 2450.—","Im Zauner 24, 8352 Elsau, ZH","CHF 2450.—","«Grosszügiges 3 Zimmer-Doppeleinfamilienhaus an familiärer Lage in Elsau»","3 Zimmer, 70 m², CHF 2450.—Im Zauner 24, 8352 Elsau, ZH«Grosszügiges 3 Zimmer-Doppeleinfamilienhaus an familiärer Lage in Elsau»Suchen Sie ein harmonisches Zuhause für sich und Ihre Liebsten? Sie erfreuen sich an ländlicher Ruhe und geniessen idyllische Spaziergänge in freier Natur? Dann ist dieses Objekt die Erfüllung Ihrer Wünsche. Dieses heimelige und lichtdurchflutete 3-Zimmer-Doppeleinfamilienhaus in Elsau bietet Ihnen viel Platz und ist perfekt geeignet für ein Pärchen oder eine kleine Familie. Der schöne Hausteil punktet mit idealer Raumaufteilung sowie grosszügigen Räumlichkeiten, welche eine gemütliche Wohnatmosphäre schaffen. Geniessen Sie entspannte Sommerabe"
"1693998205-31","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41","5,5 Zimmer, 165 m², Preis auf Anfrage","Adlergass 6, 8805 Richterswil, ZH","Preis auf Anfrage","«Liebhaberobjekt im Herzen von Richterswil»","5,5 Zimmer, 165 m², Preis auf AnfrageAdlergass 6, 8805 Richterswil, ZH«Liebhaberobjekt im Herzen von Richterswil»Suchen Sie ein ganz besonderes Zuhause mit viel Charme? – Dann entdecken Sie dieses zauberhafte Liebhaberobjekt, das seine Wurzeln im Jahr 1750 hat und im Jahr 2019 liebevoll im Innenausbau renoviert wurde. Mit einer grosszügigen Wohnfläche von 165 m², verteilt auf drei Geschosse, erstrahlt dieses Einfamilienhaus als ein 5½-Zimmer-Juwel.Tauchen Sie ein in die Faszination dieses traumhaften, charakterstarken Zuhauses, das Sie mit seiner Einzigartigkeit begeistern wird:ErdgeschossAussergewöhnlich grosszügiger Wohn- und Essbereich mit Cheminée und"
"1693998205-32","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41","3,5 Zimmer, 98 m², CHF 3121.—","Maneggstrasse 87, 8041 Zürich, ZH","CHF 3121.—","«Moderne und helle Wohnung im Greencity-Areal!»","3,5 Zimmer, 98 m², CHF 3121.—Maneggstrasse 87, 8041 Zürich, ZH«Moderne und helle Wohnung im Greencity-Areal!»Per 1. November 2023 vermieten wir diese individuelle 3.5-Zimmerwohnung im 1. OG, welche folgenden Ausbaustandart bietet:*Bei den Bildern handelt es sich um Beispielbilder von einem vergleichbaren Mietobjekt in der Liegenschaft.- Sämtliche Wohnräume mit hellen, geschliffenen Natursteinplatten und Bodenheizung- Bad mit WC inkl. Waschturm- Sep. Dusche mit WC- Offene, moderne Küche mit Granitabdeckung inkl. Glaskeramik-Kochfeld, Kombi-Steamer, sowie Kühl- und Gefrierschrank- Kochinsel- Grosszügiger Balkon mit Holzlattenrost aus Lärche, Stoffmarkis"
"1693998205-33","https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41","4,5 Zimmer, 118 m², CHF 3390.—","Haldenstrasse 67, 8602 Wangen b. Dübendorf, ZH","CHF 3390.—","«Schöne 4.5 Zimmer Gartenwohnung per 01.11.2023 zu vermieten»","4,5 Zimmer, 118 m², CHF 3390.—Haldenstrasse 67, 8602 Wangen b. Dübendorf, ZH«Schöne 4.5 Zimmer Gartenwohnung per 01.11.2023 zu vermieten»Es handelt sich hier um eine NEUBAU Wohnung.Top - Ausbaustandard / Standard Eigentumswohnung.grosszügiger Wohnraum mit offener Wohnküche direkter Zugang zum privaten Garten (60m2) und Balkon.die Raumhöhe von 3m kreiert ein angenehmes Wohnklima.Alle Schlafzimmer werden mit Parkett ausgestattet (Landhausdiele in Eiche).Küche, Korridor, Ess- und Wohnzimmer werden mit Keramikplatten ausgestattet.Küche + Insel > Arbeitsplatte Granit Black Galaxy.Auch die beiden Nasszellen werden mit Keramikplatten ausgestattet.moderne sanitäre Einrichtungen mit Gebe"
