web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1693993818-20","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","4 Zimmer, 100 m², CHF 3125.—","8400 Winterthur, ZH","CHF 3125.—","«MÖBLIERT, TEMPORÄR: 4 ZIMMER-DACHWOHNUNG IN WINTERTHUR - STADT»","4 Zimmer, 100 m², CHF 3125.—8400 Winterthur, ZH«MÖBLIERT, TEMPORÄR: 4 ZIMMER-DACHWOHNUNG IN WINTERTHUR - STADT»MIETDAUER ab 1. Januar 2024 bis 30. Juni 2024 (mind. 6 Monate) Erleben Sie den Charme der historischen Altstadt von Winterthur in dieser einzigartigen 4-Zimmer-Wohnung! Die Wohnung ist komplett möbliert und bietet Ihnen ein komfortables und stilvolles Wohnen, 100m², im 3. Stock, mit Lift, Öffentliche Parkplätze in der Nähe, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, TV (inkl. Anschluss und Abo), ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/60158/English: ums.ch/offer-detail/60158/Français: ums.ch/of"
"1693993818-21","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","4,5 Zimmer, CHF 2200.—","Tösstalstrasse 234, 8405 Winterthur, ZH","CHF 2200.—","«4.5 Zimmerwohnung zu vermieten in Winterthur Seen befristet bis März 2024»","4,5 Zimmer, CHF 2200.—Tösstalstrasse 234, 8405 Winterthur, ZH«4.5 Zimmerwohnung zu vermieten in Winterthur Seen befristet bis März 2024»Wir vermieten an sehr guter Lage in Winterthur Seen eine 4.5 Zimmerwohnung - befristet bis März 2024 mit Küche, Bad / WC, Wohnzimmer und weiterem Raumangebot.Einkaufsmöglichkeiten, Gastronomie, Schulen und Tankstellen auch in der Nähe.Haben wir Ihr Interesse geweckt? Rufen Sie uns an für einen Besichtigungstermin.Wir freuen uns auf Sie!Westdoor AG"
"1693993818-22","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","2,5 Zimmer, 55 m², CHF 2450.—","Tössfeldstrasse 67, 8406 Winterthur, ZH","CHF 2450.—","«Exklusives Business Apartment»","2,5 Zimmer, 55 m², CHF 2450.—Tössfeldstrasse 67, 8406 Winterthur, ZH«Exklusives Business Apartment»An zentraler Lage in Winterthur vermieten wir eine hochwertig möblierte 2.5-Zimmer-Wohnung. Die Wohnung ist einem modern saniertem und grosszügigen Mehrfamilienhaus in Winterthur. Grosszügige Fenster garantieren einen lichtdurchfluteten Raum mit angenehmer Wohnatmosphäre. Die Wohnung verfügt zudem über einen Balkon, grosse Badewanne, Reduit in der Wohnung, moderne Küche und einem praktischen Grundriss.Die Bushaltestelle befindet sich nur wenige Meter entfernt und bringt Sie bequem zum Hauptbahnhof Winterthur. In der nahen Umgebung befinden sich"
"1693993818-23","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","1,5 Zimmer, 36 m², CHF 2100.—","Zürcherstrasse 143, 8406 Winterthur, ZH","CHF 2100.—","«BUSINESS APARTMENT - Voll möbliert»","1,5 Zimmer, 36 m², CHF 2100.—Zürcherstrasse 143, 8406 Winterthur, ZH«BUSINESS APARTMENT - Voll möbliert»An zentraler Lage in Winterthur vermieten wir eine hochwertig möblierte 1.5-Zimmer-Wohnung. Die Wohnung ist in einem modernen Mehrfamilienhaus in Winterthur. Grosszügige Fenster garantieren einen lichtdurchfluteten Raum mit angenehmer Wohnatmosphäre. Die Wohnung verfügt über eine Loggia, grosse Dusche mit Glastrennwand, eigene WM/TU, eine moderne Küche und einem praktischen Grundriss.Die Bushaltestelle befindet sich nur wenige Meter entfernt und bringt Sie bequem zum Hauptbahnhof Winterthur. In der nahen Umgebung befinden sich zahlreiche Restau"
"1693993818-24","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","3,5 Zimmer, 80 m², CHF 2232.—","8400 Winterthur, ZH","CHF 2232.—","«MÖBLIERT, TEMPORÄR: 3½ ZI-WOHNUNG IN WINTERTHUR - WÜLFLINGEN»","3,5 Zimmer, 80 m², CHF 2232.—8400 Winterthur, ZH«MÖBLIERT, TEMPORÄR: 3½ ZI-WOHNUNG IN WINTERTHUR - WÜLFLINGEN»MIETDAUER ab 3. Januar 2024 bis 17. Mai 2024 (mind. 4 Monate) Charmante Altbau Wohnung im Erdgeschoss in einem ruhigen & freundlichen Quartier mit viel umliegender Natur & trotzdem nah am Bahnhof, 80m², im 1. Stock, 1 Terrasse, Garten, Gartensitzplatz (zur Mitbenützung), Öffentliche Parkplätze in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/60119/English: ums.ch/offer-detail/60119/Français: ums.ch/offre-detail/60119/"
"1693993822-25","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","4,5 Zimmer, 107 m², CHF 1750.—","Wässerwiesenstrasse 65, 8408 Winterthur, ZH","CHF 1750.—","«grosszügig und teilsaniert»","4,5 Zimmer, 107 m², CHF 1750.—Wässerwiesenstrasse 65, 8408 Winterthur, ZH«grosszügig und teilsaniert»Nächste Sammelbesichtigung (ohne Voranmeldung):- Mittwoch, 13. September 2023 ab 18.00 Uhr bis 19.00 Uhr- bitte klingeln Sie bei Frau JenkalPer 16. November 2023 vermieten wir eine grosszügige 4.5 Zimmerwohnung in Wülflingen. Die Wohnung verfügt über: geräumige Küche mit sämtlichen Küchengerätemodernes BadezimmerWohnzimmer mit ParkettKorridor mit praktischen Wandschränkensep. ReduitBalkon mit Abendsonne und WeitblickLifteigenes Kellerabteil Ein Parkplatz oder Einstellplatz kann auf Wunsch dazugemietet werden. HabNeu"
"1693993822-26","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3 Zimmer, 60 m², CHF 1340.—","Auwiesenstrasse 7, 8406 Winterthur, ZH","CHF 1340.—","«Schöne 3.0-Zimmerwohnung in Winterthur-Töss»","3 Zimmer, 60 m², CHF 1340.—Auwiesenstrasse 7, 8406 Winterthur, ZH«Schöne 3.0-Zimmerwohnung in Winterthur-Töss»Die Besichtigungen finden - ohne Voranmeldung - wie folgt statt:Donnerstag, 7. September 2023 von 16.00 Uhr bis 19.00 UhrMontag, 11. September 2023 von 16.00 Uhr bis 19.00 UhrBitte klingeln Sie bei Both. Ihre Fragen werden gerne vor Ort beantwortet.Im sonnigen und ruhigen Quartier in Winterthur-Töss vermieten wir per 01.12.2023 oder nach Vereinbarung eine grosszügige 3.0-Zimmerwohnung im 2. OG ohne Lift.Die gute Lage der Liegenschaft macht diese Wohnung zu einem idealen Zuhause für Personen, die auf öffentliche Verkehrsmittel angewiesen sind unNeu"
"1693993822-27","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","4,5 Zimmer, 92 m², CHF 1928.—","Wurmbühlstrasse 10, 8405 Winterthur, ZH","CHF 1928.—","«gemütliche 4.5 Zimmerwohnung in Seen»","4,5 Zimmer, 92 m², CHF 1928.—Wurmbühlstrasse 10, 8405 Winterthur, ZH«gemütliche 4.5 Zimmerwohnung in Seen»Besichtigungstermine:Freitag, 1. September 2023 von 18:00 Uhr bis 19:00 UhrFreitag, 8. September 2023 von 17:00 Uhr bis 19:00 UhrPer 1. November 2023 vermieten wir diese gemütliche 4.5-Zimmer-Wohnung in einem ruhigen Wohnquartier in Seen. Die Bushaltestellen Etzberg und St. Urban befinden sich in unmittelbarer Nähe, ebenso wie das Einkaufszentrum Grüze. Die Altstadt ist mit dem Bus in 10 Minuten erreichbar.Die Wohnung verfügt über:- Küche mit Glaskeramikherd, Geschirrspüler, grossen Kühlschrank mit sep. Gefrierschubladen, Granitabdeckung- gross"
"1693993822-28","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3 Zimmer, CHF 1640.—","Auwiesenstrasse 13, 8406 Winterthur, ZH","CHF 1640.—","«Auwiesenstrasse 13, 8406 Winterthur»","3 Zimmer, CHF 1640.—Auwiesenstrasse 13, 8406 Winterthur, ZH«Auwiesenstrasse 13, 8406 Winterthur»Per 01.10.2023 vermieten wir diese optimal gelegene 3-Zimmerwohnung im 5.OG. Von diesem Standort erreichen Sie das Stadtzentrum, sowie auch die Autobahn in kürzester Zeit. Ausserdem bietet Ihnen die Wohnung folgende Annehmlichkeiten: - Wohnzimmer mit Parkettboden, Bad und Küche mit Plattenboden- Abgeschlossene Küche mit sehr viel Stauraum- Gut besonnter Balkon- Im Grünen gelegen Einkaufsmöglichkeiten, sowie der öffentliche Verkehr sind in nächster Nähe zu erreichen. Konnten wir Ihr Interesse wecken?"
"1693993822-29","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3,5 Zimmer, 76 m², CHF 1946.—","Reismühlestr. 3, 8409 Winterthur, ZH","CHF 1946.—","«Gemütlich und modern am Eulachpark»","3,5 Zimmer, 76 m², CHF 1946.—Reismühlestr. 3, 8409 Winterthur, ZH«Gemütlich und modern am Eulachpark»Innert wenigen Gehminuten gelangen Sie zum Bahnhof Oberwinterthur. Auch der Eulachpark ist bequem zu Fuss erreichbar. Die Liegenschaft wurde 2018 umfassend saniert. Die Wohnung überzeugt mit folgenden Eigenschaften:  - Helle Räume - Moderne, offene Küche mit Geschirrspüler und Sichtbackofen - Gesamte Wohnung mit Parkettboden ausgestattet - Eigener Waschturm in der Wohnung (Waschmaschine und Tumbler) - Modernes Badezimmer mit Badewanne und Fenster - Sonniger Balkon - Glasfaseranschluss - Kellerabteil vorhanden - Lift vorhanden  Zur AllgemeinnutzAnbieter kontaktierenKontaktieren"
"1693993822-30","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","2,5 Zimmer, 65 m², CHF 1930.—","Wässerwiesenstrasse 22, 8408 Winterthur, ZH","CHF 1930.—","«2.5-Zimmer-Wohnung im Gartenhof Quartier»","2,5 Zimmer, 65 m², CHF 1930.—Wässerwiesenstrasse 22, 8408 Winterthur, ZH«2.5-Zimmer-Wohnung im Gartenhof Quartier»Diese 2.5-Zimmerwohnung im 3.Stock befindet sich in der Siedlung Gartenhof in Winterthur und bietet folgende Annehmlichkeiten. - Moderne Küche mit Glaskeramik und Geschirrspüler- Eigener Waschturm- Eine Nasszelle- Balkon- Feinsteinzeugplatten in den Nasszellen und in der Küche- Matt versiegelten Eichenparkett in Wohn-, Schlafzimmer und Korridor- Kellerabteil- Einstellplatz kann für CHF 140.- / 190.- dazugemietet werden Bitte nehmen Sie zur Kenntnis, dass es sich um Musterfotos handelt. Die Überbauung Gartenhof bietet idealen Lebensraum für alleAnbieter kontaktierenKontaktieren"
"1693993822-31","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","4,5 Zimmer, 112 m², CHF 3970.—","Ernst-Jung-Gasse 18, 8400 Winterthur, ZH","CHF 3970.—","«ERSTBEZUG - Exklusive zentralgelegene 4.5-Zi. Eigentumswohnung»","4,5 Zimmer, 112 m², CHF 3970.—Ernst-Jung-Gasse 18, 8400 Winterthur, ZH«ERSTBEZUG - Exklusive zentralgelegene 4.5-Zi. Eigentumswohnung»"
